,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
599,DRK37,5.0,Low Fat,0.044004675,Soft Drinks,188.85299999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,5502.8369999999995
600,FDK48,7.445,low fat,0.0,Baking Goods,76.8354,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.8266
601,FDV58,20.85,Low Fat,0.12125037400000001,Snack Foods,193.9452,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616
604,NCF42,17.35,Low Fat,0.167383061,Household,175.6712,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.3392
609,FDK14,6.98,Low Fat,0.041105789,Canned,83.4934,OUT046,1997,Small,Tier 1,Supermarket Type1,1555.9746
637,FDM08,10.1,Regular,0.053584207,Fruits and Vegetables,224.4088,OUT046,1997,Small,Tier 1,Supermarket Type1,4697.8848
639,FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328
654,FDH32,12.8,Low Fat,0.076060037,Fruits and Vegetables,95.141,OUT046,1997,Small,Tier 1,Supermarket Type1,868.8689999999999
655,NCJ42,19.75,Low Fat,0.014301326000000001,Household,103.0332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984
675,NCL53,7.5,Low Fat,0.036234918,Health and Hygiene,175.3028,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.2616
705,FDM14,13.8,Low Fat,0.013263968000000001,Canned,106.9254,OUT046,1997,Small,Tier 1,Supermarket Type1,2930.1858
707,NCV05,10.1,Low Fat,0.03020851,Health and Hygiene,153.1656,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.656
709,FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,1997,Small,Tier 1,Supermarket Type1,1619.2256
710,NCV06,11.3,Low Fat,0.066681333,Household,194.4478,OUT046,1997,Small,Tier 1,Supermarket Type1,387.4956
714,FDR26,20.7,Low Fat,0.042836778,Dairy,175.8028,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252
718,FDN20,19.35,Low Fat,0.026181892999999998,Fruits and Vegetables,167.0474,OUT046,1997,Small,Tier 1,Supermarket Type1,2358.2636
722,FDZ28,20.0,Regular,0.0,Frozen Foods,127.3678,OUT046,1997,Small,Tier 1,Supermarket Type1,1780.3492
728,FDW49,19.5,Low Fat,0.082552214,Canned,179.8002,OUT046,1997,Small,Tier 1,Supermarket Type1,716.4008
729,FDP33,18.7,Low Fat,0.08927225300000001,Snack Foods,254.7672,OUT046,1997,Small,Tier 1,Supermarket Type1,5113.344
743,FDB59,18.25,Low Fat,0.015278898999999999,Snack Foods,199.0084,OUT046,1997,Small,Tier 1,Supermarket Type1,3174.5344
749,FDB38,19.5,Regular,0.027346699999999998,Canned,158.99200000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.7120000000002
753,FDY26,20.6,reg,0.030510526,Dairy,211.4244,OUT046,1997,Small,Tier 1,Supermarket Type1,7833.8028
755,FDE51,5.925,Regular,0.09646733,Dairy,42.8086,OUT046,1997,Small,Tier 1,Supermarket Type1,669.1289999999999
757,FDD50,18.85,Low Fat,0.141642219,Canned,168.1132,OUT046,1997,Small,Tier 1,Supermarket Type1,2874.9244
764,FDY03,17.6,Regular,0.076121831,Meat,111.7202,OUT046,1997,Small,Tier 1,Supermarket Type1,1125.202
785,FDF08,14.3,Regular,0.065207559,Fruits and Vegetables,89.8856,OUT046,1997,Small,Tier 1,Supermarket Type1,966.7416
796,FDX19,19.1,Low Fat,0.096733815,Fruits and Vegetables,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.3076
819,FDV45,16.75,Low Fat,0.045047439,Snack Foods,186.4556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676
846,FDT10,16.7,Regular,0.062044506,Snack Foods,57.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,948.0992
855,DRE27,11.85,Low Fat,0.13267058,Dairy,96.4726,OUT046,1997,Small,Tier 1,Supermarket Type1,978.7260000000001
862,FDP51,13.85,Regular,0.08527498800000001,Meat,119.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.7108
873,FDZ35,9.6,Regular,0.022278477,Breads,102.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1547.985
875,FDM52,15.1,Low Fat,0.025993422999999998,Frozen Foods,147.4076,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.3444
888,NCN06,8.39,Low Fat,0.12049726599999999,Household,162.2868,OUT046,1997,Small,Tier 1,Supermarket Type1,2620.5888
895,FDB15,10.895,Low Fat,0.13681074199999999,Dairy,263.0568,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
899,NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536
905,FDX16,17.85,LF,0.065810045,Frozen Foods,149.105,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.075
910,NCE31,7.67,Low Fat,0.18484357899999998,Household,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,727.0536
917,FDM20,10.0,Low Fat,0.038685802000000005,Fruits and Vegetables,243.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,4655.2736
923,FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.1388
931,FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,1997,Small,Tier 1,Supermarket Type1,1611.9018
954,FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104
988,FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.7578,OUT046,1997,Small,Tier 1,Supermarket Type1,2888.2404
990,NCY05,13.5,Low Fat,0.054990009000000006,Health and Hygiene,35.2874,OUT046,1997,Small,Tier 1,Supermarket Type1,741.0354
1010,FDB26,14.0,reg,0.031267496,Canned,51.464,OUT046,1997,Small,Tier 1,Supermarket Type1,692.432
1024,NCG06,16.35,Low Fat,0.029445361,Household,257.6646,OUT046,1997,Small,Tier 1,Supermarket Type1,2061.3168
1031,FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1960.781
1032,FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,OUT046,1997,Small,Tier 1,Supermarket Type1,2929.52
1047,DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,OUT046,1997,Small,Tier 1,Supermarket Type1,1451.444
1068,FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,1997,Small,Tier 1,Supermarket Type1,2702.4822
1069,FDQ37,20.75,Low Fat,0.08926066699999999,Breakfast,193.4478,OUT046,1997,Small,Tier 1,Supermarket Type1,4843.695
1074,FDK60,16.5,Regular,0.0,Baking Goods,96.2068,OUT046,1997,Small,Tier 1,Supermarket Type1,3013.4108
1075,FDY12,9.8,Regular,0.14061104,Baking Goods,49.8008,OUT046,1997,Small,Tier 1,Supermarket Type1,809.6128
1099,FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.4520000000002
1111,FDP12,9.8,Regular,0.045266806,Baking Goods,36.9874,OUT046,1997,Small,Tier 1,Supermarket Type1,705.748
1117,FDV49,10.0,Low Fat,0.025827199,Canned,263.2226,OUT046,1997,Small,Tier 1,Supermarket Type1,3700.5164
1143,NCD07,9.1,Low Fat,0.0,Household,114.4518,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252
1158,FDS10,19.2,Low Fat,0.035185588,Snack Foods,181.3318,OUT046,1997,Small,Tier 1,Supermarket Type1,1443.4544
1168,FDY10,17.6,Low Fat,0.049067877,Snack Foods,115.6176,OUT046,1997,Small,Tier 1,Supermarket Type1,2519.3872
1174,FDA28,16.1,Regular,0.047801882999999996,Frozen Foods,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,2265.0516
1175,FDB05,5.155,Low Fat,0.083198341,Frozen Foods,246.0776,OUT046,1997,Small,Tier 1,Supermarket Type1,990.7104
1178,FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2968
1182,FDR43,18.2,Low Fat,0.161489509,Fruits and Vegetables,37.619,OUT046,1997,Small,Tier 1,Supermarket Type1,366.19
1187,NCP43,17.75,Low Fat,0.03050705,Others,180.36599999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.958
1205,FDT43,16.35,Low Fat,0.020547951000000002,Fruits and Vegetables,51.2324,OUT046,1997,Small,Tier 1,Supermarket Type1,571.2564
1217,FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,1997,Small,Tier 1,Supermarket Type1,2897.5616
1227,FDT31,19.75,Low Fat,0.012448293999999999,Fruits and Vegetables,188.2872,OUT046,1997,Small,Tier 1,Supermarket Type1,2647.2208
1243,DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596,OUT046,1997,Small,Tier 1,Supermarket Type1,1186.4556
1254,FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812
1277,FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612
1281,FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.4490000000005
1299,FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468
1300,FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492
1305,FDE29,8.905,LF,0.143129124,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
1322,NCL31,7.39,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.2340000000004
1323,NCJ31,19.2,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744
1330,FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396
1339,DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
1343,FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688
1352,FDL46,20.35,Low Fat,0.054056927000000005,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.9320000000002
1364,DRF25,9.0,Low Fat,0.038925251,Soft Drinks,34.919000000000004,OUT046,1997,Small,Tier 1,Supermarket Type1,476.04699999999997
1365,FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2450.144
1369,DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1985.4156
1387,NCV41,14.35,Low Fat,0.017038776999999998,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104
1399,FDD57,18.1,Low Fat,0.022399592000000003,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786
1404,FDI16,14.0,Regular,0.135775701,Frozen Foods,54.56399999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92
1408,FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592
1420,FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752
1442,FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
1452,DRI25,19.6,Low Fat,0.033901442000000004,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596
1464,FDJ26,15.3,Regular,0.08476519199999999,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962
1465,FDZ25,15.7,Regular,0.027617046,Canned,168.27900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696
1477,FDG59,15.85,Low Fat,0.043234574000000005,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
1487,FDT21,7.42,Low Fat,0.020391845,Snack Foods,248.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828
1488,FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264
1492,FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716
1515,DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046
1522,FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
1529,FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856
1530,DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359
1534,FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.179,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.590999999999
1550,FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826
1551,FDX43,5.655,LF,0.08527498800000001,Fruits and Vegetables,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.3
1561,DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518
1576,FDO10,13.65,reg,0.012751700000000001,Snack Foods,55.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464
1581,FDB44,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.1720000000005
1582,FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
1583,FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128
1589,FDX02,16.0,LF,0.05706009,Dairy,225.0404,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.8888
1606,FDG02,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.1879999999999
1608,FDR34,17.0,Regular,0.015965308,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392
1609,FDU59,5.78,Low Fat,0.09638622699999999,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072
1620,DRH15,8.775,Low Fat,0.10991127199999999,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.9979999999998
1631,FDA39,6.32,Low Fat,0.012717946,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152
1646,FDD52,18.25,Regular,0.18329488,Dairy,111.65700000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.9979999999998
1649,FDE11,17.7,Regular,0.0,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252
1669,FDH08,7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927
1679,FDZ49,11.0,Regular,0.133145617,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798
1724,FDQ11,5.695,Regular,0.067700925,Breads,256.5988,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.9904
1725,DRM48,15.2,Low Fat,0.112896669,Soft Drinks,36.0848,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.1136
1731,FDE32,20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,OUT046,1997,Small,Tier 1,Supermarket Type1,834.9132
1736,FDT26,18.85,Regular,0.067953506,Dairy,119.044,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
1738,NCR18,15.85,Low Fat,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7232
1739,FDO27,6.175,Regular,0.179077475,Meat,94.3752,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
1757,FDS11,7.05,Regular,0.055558509000000006,Breads,224.7088,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.9232
1759,FDR59,14.5,Regular,0.06386355099999999,Breads,262.3594,OUT046,1997,Small,Tier 1,Supermarket Type1,4448.2098
1766,NCI42,18.75,Low Fat,0.010365546,Household,207.0954,OUT046,1997,Small,Tier 1,Supermarket Type1,3125.9309999999996
1771,FDD09,13.5,Low Fat,0.021496402999999997,Fruits and Vegetables,180.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592
1772,FDM09,11.15,Regular,0.085931544,Snack Foods,169.679,OUT046,1997,Small,Tier 1,Supermarket Type1,1018.674
1793,FDW24,6.8,Low Fat,0.03749705,Baking Goods,49.9034,OUT046,1997,Small,Tier 1,Supermarket Type1,194.4136
1813,FDF05,17.5,Low Fat,0.02687089,Frozen Foods,264.491,OUT046,1997,Small,Tier 1,Supermarket Type1,3681.8740000000003
1819,FDP20,19.85,Low Fat,0.045669235999999995,Fruits and Vegetables,126.402,OUT046,1997,Small,Tier 1,Supermarket Type1,1012.0160000000001
