,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
262,FDG28,9.285,Regular,0.049559042000000005,Frozen Foods,246.4144,OUT017,2007,,Tier 2,Supermarket Type1,1225.072
268,FDG59,15.85,Low Fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,2007,,Tier 2,Supermarket Type1,308.9312
277,FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,,Tier 2,Supermarket Type1,450.0808
283,DRE49,20.75,Low Fat,0.021370201000000002,Soft Drinks,153.0024,OUT017,2007,,Tier 2,Supermarket Type1,2277.036
298,FDE33,19.35,Regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,2007,,Tier 2,Supermarket Type1,942.7728
305,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,,Tier 2,Supermarket Type1,2775.7202
322,DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,,Tier 2,Supermarket Type1,958.752
323,FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,,Tier 2,Supermarket Type1,1956.1204
338,FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,,Tier 2,Supermarket Type1,1992.0736
339,FDM01,7.895,reg,0.095102092,Breakfast,104.4332,OUT017,2007,,Tier 2,Supermarket Type1,2870.9296
367,FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,,Tier 2,Supermarket Type1,2588.6304
369,FDL32,15.7,Regular,0.12315965599999999,Fruits and Vegetables,110.1544,OUT017,2007,,Tier 2,Supermarket Type1,1230.3984
383,FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,,Tier 2,Supermarket Type1,1176.4686
415,FDC15,18.1,LF,0.178975721,Dairy,155.5288,OUT017,2007,,Tier 2,Supermarket Type1,1571.2879999999998
419,NCC06,19.0,Low Fat,0.027139012999999997,Household,127.3336,OUT017,2007,,Tier 2,Supermarket Type1,2940.1728
448,NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,OUT017,2007,,Tier 2,Supermarket Type1,3147.9024
461,FDA13,15.85,Low Fat,0.078999287,Canned,38.6506,OUT017,2007,,Tier 2,Supermarket Type1,759.012
463,NCV42,6.26,Low Fat,0.031599715,Household,111.3228,OUT017,2007,,Tier 2,Supermarket Type1,2431.5016
467,FDH16,10.5,Low Fat,0.052852620999999995,Frozen Foods,88.78299999999999,OUT017,2007,,Tier 2,Supermarket Type1,2067.3089999999997
492,NCP42,8.51,Low Fat,0.016201845,Household,195.2478,OUT017,2007,,Tier 2,Supermarket Type1,4262.4516
500,NCK54,12.15,Low Fat,0.0,Household,117.815,OUT017,2007,,Tier 2,Supermarket Type1,2330.3
503,FDC40,16.0,Regular,0.065431917,Dairy,76.1986,OUT017,2007,,Tier 2,Supermarket Type1,1869.5664
507,NCX29,10.0,LF,0.08965681199999999,Health and Hygiene,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1603.9122
528,FDC08,19.0,Regular,0.10403514800000001,Fruits and Vegetables,227.77200000000002,OUT017,2007,,Tier 2,Supermarket Type1,5206.556
534,FDB53,13.35,Low Fat,0.140241213,Frozen Foods,150.2392,OUT017,2007,,Tier 2,Supermarket Type1,2684.5056
541,FDR60,14.3,Low Fat,0.13115279900000001,Baking Goods,78.6328,OUT017,2007,,Tier 2,Supermarket Type1,231.6984
554,FDT31,19.75,Low Fat,0.012518706999999999,Fruits and Vegetables,190.6872,OUT017,2007,,Tier 2,Supermarket Type1,4916.2672
555,FDJ14,10.3,Regular,0.050353695,Canned,78.696,OUT017,2007,,Tier 2,Supermarket Type1,1757.7120000000002
558,FDU38,10.8,Low Fat,0.083016832,Dairy,193.4504,OUT017,2007,,Tier 2,Supermarket Type1,2876.256
570,FDO22,13.5,Regular,0.017960491999999998,Snack Foods,81.596,OUT017,2007,,Tier 2,Supermarket Type1,639.168
581,FDL25,6.92,Regular,0.131665479,Breakfast,91.8804,OUT017,2007,,Tier 2,Supermarket Type1,275.6412
591,FDG14,9.0,Regular,0.050786366,Canned,152.2024,OUT017,2007,,Tier 2,Supermarket Type1,3643.2576
597,NCQ50,18.75,Low Fat,0.034501405,Household,211.7218,OUT017,2007,,Tier 2,Supermarket Type1,5770.4886
608,NCE07,8.18,Low Fat,0.0132043,Household,143.8154,OUT017,2007,,Tier 2,Supermarket Type1,2694.4926
616,FDX33,9.195,Regular,0.11814937699999999,Snack Foods,160.5578,OUT017,2007,,Tier 2,Supermarket Type1,1283.6624
642,FDL34,16.0,Low Fat,0.041177505,Snack Foods,142.3496,OUT017,2007,,Tier 2,Supermarket Type1,3246.4408
646,NCR38,17.25,Low Fat,0.114160573,Household,253.1724,OUT017,2007,,Tier 2,Supermarket Type1,3775.086
650,FDR20,20.0,Regular,0.028282832,Fruits and Vegetables,46.2744,OUT017,2007,,Tier 2,Supermarket Type1,1086.5856
662,FDJ08,11.1,Low Fat,0.11129811099999999,Fruits and Vegetables,191.7846,OUT017,2007,,Tier 2,Supermarket Type1,3057.3536
673,FDA44,19.7,Low Fat,0.053523765,Fruits and Vegetables,55.393,OUT017,2007,,Tier 2,Supermarket Type1,1471.418
679,FDU50,5.75,Regular,0.075595405,Dairy,114.7176,OUT017,2007,,Tier 2,Supermarket Type1,1259.6936
682,FDT01,13.65,Regular,0.18520944,Canned,212.9902,OUT017,2007,,Tier 2,Supermarket Type1,3185.853
702,NCQ53,17.6,Low Fat,0.019012262,Health and Hygiene,237.15900000000002,OUT017,2007,,Tier 2,Supermarket Type1,3072.667
719,NCN29,15.2,Low Fat,0.012184998999999998,Health and Hygiene,50.3034,OUT017,2007,,Tier 2,Supermarket Type1,145.8102
724,FDU10,10.1,Regular,0.045950475,Snack Foods,38.2848,OUT017,2007,,Tier 2,Supermarket Type1,1230.3984
735,FDY09,15.6,Low Fat,0.025342692000000003,Snack Foods,174.3054,OUT017,2007,,Tier 2,Supermarket Type1,1751.0539999999999
738,FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.9816,OUT017,2007,,Tier 2,Supermarket Type1,4362.3216
740,FDF40,20.25,Regular,0.022639471,Dairy,248.4092,OUT017,2007,,Tier 2,Supermarket Type1,2241.0828
741,FDY02,8.945,Regular,0.0,Dairy,264.791,OUT017,2007,,Tier 2,Supermarket Type1,4733.838
750,FDT59,13.65,Low Fat,0.016001434,Breads,230.6668,OUT017,2007,,Tier 2,Supermarket Type1,1842.9344
772,DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.1188,OUT017,2007,,Tier 2,Supermarket Type1,3237.1196
792,FDR23,15.85,Low Fat,0.0,Breads,174.737,OUT017,2007,,Tier 2,Supermarket Type1,2822.992
799,FDY22,16.5,Regular,0.16062411599999998,Snack Foods,143.8128,OUT017,2007,,Tier 2,Supermarket Type1,2588.6304
848,FDS49,9.0,Low Fat,0.079794329,Canned,80.1644,OUT017,2007,,Tier 2,Supermarket Type1,1178.4660000000001
860,FDL46,20.35,low fat,0.054362695,Snack Foods,117.9466,OUT017,2007,,Tier 2,Supermarket Type1,1649.8524
865,FDK02,12.5,Low Fat,0.112859454,Canned,118.344,OUT017,2007,,Tier 2,Supermarket Type1,2157.192
868,NCB31,6.235,Low Fat,0.11934562900000001,Household,261.991,OUT017,2007,,Tier 2,Supermarket Type1,2366.919
880,FDW46,13.0,Regular,0.070699313,Snack Foods,65.7484,OUT017,2007,,Tier 2,Supermarket Type1,1174.4712
894,FDJ33,8.895,Regular,0.088821765,Snack Foods,125.17299999999999,OUT017,2007,,Tier 2,Supermarket Type1,2956.152
898,FDR27,15.1,Regular,0.096644015,Meat,131.9942,OUT017,2007,,Tier 2,Supermarket Type1,3047.3666
904,NCV05,10.1,Low Fat,0.030379382000000003,Health and Hygiene,153.4656,OUT017,2007,,Tier 2,Supermarket Type1,1853.5872
907,NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,OUT017,2007,,Tier 2,Supermarket Type1,445.4202
942,FDZ39,19.7,Regular,0.018126724,Meat,101.79899999999999,OUT017,2007,,Tier 2,Supermarket Type1,1135.1889999999999
955,FDV07,9.5,Low Fat,0.0,Fruits and Vegetables,110.4228,OUT017,2007,,Tier 2,Supermarket Type1,1547.3192
956,FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,OUT017,2007,,Tier 2,Supermarket Type1,647.1576
958,FDO13,7.865,Low Fat,0.061405050999999995,Breakfast,166.3526,OUT017,2007,,Tier 2,Supermarket Type1,1973.4312
962,NCL55,12.15,Low Fat,0.06502643400000001,Others,253.704,OUT017,2007,,Tier 2,Supermarket Type1,5060.08
964,FDJ55,12.8,Regular,0.023664054,Meat,226.0404,OUT017,2007,,Tier 2,Supermarket Type1,5400.9696
967,FDT49,7.0,Low Fat,0.152261999,Canned,105.728,OUT017,2007,,Tier 2,Supermarket Type1,1278.336
977,NCC43,7.39,Low Fat,0.09330771300000001,Household,250.9066,OUT017,2007,,Tier 2,Supermarket Type1,1506.0396
993,NCM31,6.095,Low Fat,0.0816559,Others,143.3154,OUT017,2007,,Tier 2,Supermarket Type1,2836.308
997,FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,OUT017,2007,,Tier 2,Supermarket Type1,9275.9256
1012,FDY58,11.65,Low Fat,0.040144377,Snack Foods,228.9694,OUT017,2007,,Tier 2,Supermarket Type1,6622.7126
1019,FDP28,13.65,Regular,0.081096613,Frozen Foods,261.2936,OUT017,2007,,Tier 2,Supermarket Type1,3131.9232
1050,FDE41,9.195,Regular,0.064376263,Frozen Foods,83.1566,OUT017,2007,,Tier 2,Supermarket Type1,1099.2358
1059,FDA34,11.5,Low Fat,0.014944613999999998,Starchy Foods,171.808,OUT017,2007,,Tier 2,Supermarket Type1,5712.564
1061,DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,OUT017,2007,,Tier 2,Supermarket Type1,1160.4894
1079,NCF54,18.0,Low Fat,0.047645037,Household,172.6422,OUT017,2007,,Tier 2,Supermarket Type1,2931.5174
1086,NCW42,18.2,LF,0.058799705,Household,220.7456,OUT017,2007,,Tier 2,Supermarket Type1,4420.912
1090,FDI41,18.5,reg,0.062609071,Frozen Foods,148.6418,OUT017,2007,,Tier 2,Supermarket Type1,1765.7016
1102,FDW48,18.0,Low Fat,0.008589133,Baking Goods,81.0618,OUT017,2007,,Tier 2,Supermarket Type1,1450.1124
1110,FDO40,17.1,Low Fat,0.032812668999999996,Frozen Foods,147.1392,OUT017,2007,,Tier 2,Supermarket Type1,2237.0879999999997
1115,NCZ42,10.5,Low Fat,0.011351778,Household,236.5248,OUT017,2007,,Tier 2,Supermarket Type1,4029.4216
1116,NCJ30,5.82,LF,0.081096613,Household,170.37900000000002,OUT017,2007,,Tier 2,Supermarket Type1,1018.674
1125,FDY60,10.5,Regular,0.026520107,Baking Goods,144.8128,OUT017,2007,,Tier 2,Supermarket Type1,2157.192
1137,FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,OUT017,2007,,Tier 2,Supermarket Type1,1966.7732
1148,DRA24,19.35,Regular,0.040154087000000005,Soft Drinks,164.6868,OUT017,2007,,Tier 2,Supermarket Type1,1146.5076
1151,FDK43,9.8,Low Fat,0.026992587999999998,Meat,127.302,OUT017,2007,,Tier 2,Supermarket Type1,2277.036
1152,NCM06,7.475,Low Fat,0.076156245,Household,156.4656,OUT017,2007,,Tier 2,Supermarket Type1,2008.0528
1156,NCO43,5.5,Low Fat,0.047364617000000005,Others,100.0016,OUT017,2007,,Tier 2,Supermarket Type1,708.4112
1162,FDU34,18.25,Low Fat,0.07562026200000001,Snack Foods,123.8046,OUT017,2007,,Tier 2,Supermarket Type1,3486.1288
1165,FDP38,10.1,Low Fat,0.032283676000000004,Canned,52.2008,OUT017,2007,,Tier 2,Supermarket Type1,759.012
1167,FDA50,16.25,Low Fat,0.087668236,Dairy,94.941,OUT017,2007,,Tier 2,Supermarket Type1,1737.7379999999998
1189,DRM35,9.695,Low Fat,0.07084301900000001,Hard Drinks,177.7344,OUT017,2007,,Tier 2,Supermarket Type1,1605.9096
1212,FDV01,19.2,Regular,0.0,Canned,153.3314,OUT017,2007,,Tier 2,Supermarket Type1,3257.7594
1213,NCS17,18.6,Low Fat,0.080956792,Health and Hygiene,95.2436,OUT017,2007,,Tier 2,Supermarket Type1,1796.3284
1220,DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,2007,,Tier 2,Supermarket Type1,2884.2456
1241,DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,2007,,Tier 2,Supermarket Type1,3115.9440000000004
1246,FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,2007,,Tier 2,Supermarket Type1,1619.2256
1250,FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,,Tier 2,Supermarket Type1,2876.256
1262,DRF27,8.93,low fat,0.028578012000000003,Dairy,152.234,OUT017,2007,,Tier 2,Supermarket Type1,3828.35
1275,FDH10,21.0,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,,Tier 2,Supermarket Type1,1162.4868
1278,FDN44,13.15,LF,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,,Tier 2,Supermarket Type1,1917.504
1282,DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,2007,,Tier 2,Supermarket Type1,1480.0734
1283,FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,,Tier 2,Supermarket Type1,1581.275
1286,FDB51,6.92,LF,0.038671588,Dairy,64.2852,OUT017,2007,,Tier 2,Supermarket Type1,438.0964
1297,FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,2007,,Tier 2,Supermarket Type1,2695.1584
1298,FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,314.2576
1331,NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,2007,,Tier 2,Supermarket Type1,2536.698
1360,DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,,Tier 2,Supermarket Type1,4563.3932
1361,FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404,OUT017,2007,,Tier 2,Supermarket Type1,2700.4848
1370,FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,,Tier 2,Supermarket Type1,5954.2494
1372,FDR55,12.15,reg,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,,Tier 2,Supermarket Type1,2269.0464
1373,DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,,Tier 2,Supermarket Type1,5426.27
1388,FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.65700000000001,OUT017,2007,,Tier 2,Supermarket Type1,2087.283
1412,DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,,Tier 2,Supermarket Type1,3663.2316
1418,FDC39,7.405,Low Fat,0.0,Dairy,205.7296,OUT017,2007,,Tier 2,Supermarket Type1,4570.0512
1419,FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,,Tier 2,Supermarket Type1,3020.0688
1421,FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,,Tier 2,Supermarket Type1,2375.5744
1425,FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,,Tier 2,Supermarket Type1,251.6724
1426,FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,,Tier 2,Supermarket Type1,1142.5128
1428,FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,2007,,Tier 2,Supermarket Type1,5366.348000000001
1430,FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,,Tier 2,Supermarket Type1,1661.8368
1431,DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,,Tier 2,Supermarket Type1,3415.554
1432,NCE54,20.7,Low Fat,0.027052013,Household,73.9354,OUT017,2007,,Tier 2,Supermarket Type1,1655.1788
1451,NCI18,18.35,Low Fat,0.014103353999999999,Household,225.4746,OUT017,2007,,Tier 2,Supermarket Type1,1346.2476
1457,FDT32,19.0,Regular,0.066005186,Fruits and Vegetables,188.4214,OUT017,2007,,Tier 2,Supermarket Type1,2826.321
1475,FDP52,18.7,Regular,0.071091591,Frozen Foods,228.601,OUT017,2007,,Tier 2,Supermarket Type1,4823.721
1494,FDT48,4.92,Low Fat,0.046214970999999994,Baking Goods,199.8084,OUT017,2007,,Tier 2,Supermarket Type1,3968.1679999999997
1497,FDB17,13.15,Low Fat,0.036879538999999996,Frozen Foods,181.3976,OUT017,2007,,Tier 2,Supermarket Type1,3078.6592
1503,FDG38,8.975,Regular,0.053027397999999996,Canned,86.0224,OUT017,2007,,Tier 2,Supermarket Type1,1278.336
1505,FDF52,9.3,Low Fat,0.0,Frozen Foods,182.9292,OUT017,2007,,Tier 2,Supermarket Type1,4013.4424
1513,FDV52,20.7,Regular,0.12220809099999999,Frozen Foods,119.7466,OUT017,2007,,Tier 2,Supermarket Type1,4006.7844
1518,NCY41,16.75,low fat,0.076164013,Health and Hygiene,34.0532,OUT017,2007,,Tier 2,Supermarket Type1,575.2512
1519,FDV22,14.85,Regular,0.009995002,Snack Foods,154.463,OUT017,2007,,Tier 2,Supermarket Type1,3755.112
1525,NCX42,6.36,Low Fat,0.006012413,Household,163.0526,OUT017,2007,,Tier 2,Supermarket Type1,1644.526
1526,FDR24,17.35,Regular,0.06320719799999999,Baking Goods,89.383,OUT017,2007,,Tier 2,Supermarket Type1,1258.362
1527,NCS42,8.6,Low Fat,0.069809115,Household,90.5146,OUT017,2007,,Tier 2,Supermarket Type1,729.7168
1535,FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,2007,,Tier 2,Supermarket Type1,2554.0088
1538,FDZ33,10.195,Low Fat,0.10800453199999999,Snack Foods,148.7076,OUT017,2007,,Tier 2,Supermarket Type1,1330.2684
1554,FDG17,6.865,Regular,0.036042938999999996,Frozen Foods,244.4486,OUT017,2007,,Tier 2,Supermarket Type1,4153.9262
1585,FDO50,16.25,low fat,0.0,Canned,89.8804,OUT017,2007,,Tier 2,Supermarket Type1,1102.5648
1624,FDS44,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,2007,,Tier 2,Supermarket Type1,5528.1374
1629,FDE56,17.25,Regular,0.16009590099999998,Fruits and Vegetables,61.5194,OUT017,2007,,Tier 2,Supermarket Type1,1052.6298
1630,FDA40,16.0,Regular,0.09983272800000001,Frozen Foods,87.4856,OUT017,2007,,Tier 2,Supermarket Type1,263.6568
1653,FDO60,20.0,LF,0.034563936,Baking Goods,45.3086,OUT017,2007,,Tier 2,Supermarket Type1,490.6946
1659,NCO02,11.15,Low Fat,0.073783159,Others,66.0142,OUT017,2007,,Tier 2,Supermarket Type1,988.7130000000001
1664,NCO05,7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,2007,,Tier 2,Supermarket Type1,2759.0752
1676,FDP39,12.65,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,,Tier 2,Supermarket Type1,830.9184
1684,FDF24,15.5,reg,0.025513973,Baking Goods,83.7934,OUT017,2007,,Tier 2,Supermarket Type1,1474.0812
1686,DRD37,9.8,Low Fat,0.013920031999999999,Soft Drinks,45.006,OUT017,2007,,Tier 2,Supermarket Type1,792.302
1705,FDY38,13.6,Regular,0.11985054099999999,Dairy,234.53,OUT017,2007,,Tier 2,Supermarket Type1,6524.84
1707,FDL03,19.25,Regular,0.027233781000000002,Meat,197.511,OUT017,2007,,Tier 2,Supermarket Type1,982.055
1727,FDR46,16.85,Low Fat,0.0,Snack Foods,146.076,OUT017,2007,,Tier 2,Supermarket Type1,2636.5679999999998
1730,FDY28,7.47,Regular,0.153011599,Frozen Foods,215.2218,OUT017,2007,,Tier 2,Supermarket Type1,3419.5488
1742,NCH07,13.15,Low Fat,0.093191195,Household,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,1426.1436
1744,NCP55,14.65,Low Fat,0.01125332,Others,57.0614,OUT017,2007,,Tier 2,Supermarket Type1,939.4438
1747,FDI48,11.85,Regular,0.056033565,Baking Goods,51.4666,OUT017,2007,,Tier 2,Supermarket Type1,974.0654
1756,NCY18,7.285,Low Fat,0.031327838999999996,Household,174.6054,OUT017,2007,,Tier 2,Supermarket Type1,2976.7918
1760,DRE15,13.35,Low Fat,0.0,Dairy,75.7012,OUT017,2007,,Tier 2,Supermarket Type1,1442.1228
1770,FDX14,13.1,Low Fat,0.075363922,Dairy,73.8354,OUT017,2007,,Tier 2,Supermarket Type1,1956.1204
1777,FDA20,6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,OUT017,2007,,Tier 2,Supermarket Type1,2609.936
1784,FDM52,15.1,Low Fat,0.026140452,Frozen Foods,149.0076,OUT017,2007,,Tier 2,Supermarket Type1,4138.6128
1786,FDF47,20.85,Low Fat,0.09817040199999999,Starchy Foods,224.0746,OUT017,2007,,Tier 2,Supermarket Type1,2243.746
1811,DRI37,15.85,Low Fat,0.108206497,Soft Drinks,58.3904,OUT017,2007,,Tier 2,Supermarket Type1,468.7232
1820,FDC29,8.39,Regular,0.024342577999999997,Frozen Foods,113.6176,OUT017,2007,,Tier 2,Supermarket Type1,2862.94
1823,NCF42,17.35,Low Fat,0.168329848,Household,176.7712,OUT017,2007,,Tier 2,Supermarket Type1,2812.3392
1825,FDB23,19.2,Regular,0.005620213000000001,Starchy Foods,226.6062,OUT017,2007,,Tier 2,Supermarket Type1,5191.2426
1828,NCM26,20.5,LF,0.023274107000000002,Others,154.134,OUT017,2007,,Tier 2,Supermarket Type1,2909.546
1833,FDD04,16.0,Low Fat,0.090480206,Dairy,142.4154,OUT017,2007,,Tier 2,Supermarket Type1,1985.4156
1850,NCH29,5.51,Low Fat,0.034668802,Health and Hygiene,98.5726,OUT017,2007,,Tier 2,Supermarket Type1,1761.7068
1851,FDV20,20.2,Regular,0.0,Fruits and Vegetables,129.0678,OUT017,2007,,Tier 2,Supermarket Type1,3560.6984
1869,FDA23,9.8,LF,0.047453947,Baking Goods,101.7016,OUT017,2007,,Tier 2,Supermarket Type1,1518.024
1877,FDS55,7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,OUT017,2007,,Tier 2,Supermarket Type1,1930.1542
1888,FDS25,6.885,Regular,0.14080050000000002,Canned,111.4228,OUT017,2007,,Tier 2,Supermarket Type1,2984.1156
1890,NCI30,20.25,Low Fat,0.059268885,Household,246.446,OUT017,2007,,Tier 2,Supermarket Type1,3695.19
1901,FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,OUT017,2007,,Tier 2,Supermarket Type1,4402.9354
1912,FDP36,10.395,Regular,0.091688111,Baking Goods,49.0008,OUT017,2007,,Tier 2,Supermarket Type1,860.2136
1920,FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,OUT017,2007,,Tier 2,Supermarket Type1,1272.3438
1935,DRK01,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,OUT017,2007,,Tier 2,Supermarket Type1,1607.2412
1936,FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,OUT017,2007,,Tier 2,Supermarket Type1,958.752
1954,FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,,Tier 2,Supermarket Type1,4250.4672
1974,FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,,Tier 2,Supermarket Type1,4548.0798
1975,FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,OUT017,2007,,Tier 2,Supermarket Type1,5863.0348
