x1,x2,y
28.0,1.3124919010688993,19.0
43.0,0.33330611546109545,27.0
29.0,0.6693704165692661,19.0
36.0,0.05571422690936008,23.0
24.0,0.09302502559588596,17.0
25.0,0.15112881934537997,17.0
39.0,0.9592733569788034,24.0
28.0,0.6832495066712316,19.0
36.0,1.6290071824276684,23.0
38.0,0.46267941749612773,24.0
35.0,0.3489801361330446,23.0
21.0,0.4918232016017112,16.0
27.0,0.7960830919826899,19.0
23.0,0.2169927711636859,16.0
20.0,1.0021826067113302,15.0
34.0,0.07343822641442019,22.0
28.0,1.0648314802424326,19.0
29.0,1.07613677688614,19.0
31.0,0.14603687535501986,20.0
29.0,2.694414117751621,20.0
43.0,1.4455242195920577,26.0
36.0,0.6710307121059832,23.0
20.0,1.304410001038936,15.0
29.0,1.5313447087335577,20.0
48.0,0.8796265220507009,29.0
28.0,0.3230806235486804,19.0
24.0,1.3727357495655108,17.0
42.0,1.3384227840268477,26.0
23.0,0.40238543932934595,17.0
38.0,0.15673711184046846,24.0
48.0,0.1477051786595852,29.0
22.0,0.1872072416128435,16.0
26.0,1.7617313276353748,18.0
33.0,1.8270789657929296,22.0
26.0,1.9393281298278713,18.0
27.0,0.5468666918476507,19.0
24.0,0.37734497260425853,17.0
14.0,0.9755723955975952,12.0
36.0,1.970003829503071,23.0
30.0,1.2663842002324406,20.0
33.0,0.40481289668363907,22.0
41.0,1.111816903175099,26.0
18.0,0.6264565531296513,14.0
37.0,2.3765325249302967,23.0
33.0,0.7118312830720376,21.0
29.0,0.1643206150985312,20.0
24.0,1.3653739084515724,17.0
36.0,0.2510519097520951,23.0
25.0,0.5282016041841159,18.0
25.0,1.1094601562671034,18.0
26.0,0.34110383795291815,18.0
32.0,0.5830297037603741,21.0
31.0,1.0255386225098968,20.0
45.0,2.270612486645394,28.0
28.0,1.7219945311567884,19.0
24.0,1.2325895975555126,17.0
27.0,0.5395469980699531,19.0
31.0,0.08441101337105916,21.0
17.0,1.4025474550372057,13.0
30.0,1.8666745852933342,20.0
25.0,0.3210583355389266,17.0
18.0,0.2840480564032586,14.0
15.0,1.2817973699360263,13.0
28.0,1.5752598669595295,19.0
37.0,1.0773783135555044,23.0
51.0,0.1902542556606069,30.0
33.0,0.8001078133768214,21.0
31.0,0.20323917693189175,21.0
22.0,0.07966604722443596,16.0
30.0,0.22194700797238454,20.0
46.0,0.8499014251571398,28.0
17.0,0.7215320068527835,14.0
29.0,0.9755907111619133,20.0
29.0,0.10335449901321073,19.0
31.0,1.3440523164220521,20.0
37.0,0.36611030215753804,24.0
28.0,0.8925318846552469,19.0
2.0,0.7497497004241569,6.0
34.0,1.5987232481681763,22.0
5.0,1.410759102908374,8.0
28.0,2.099907679676796,19.0
12.0,1.3236392427408012,11.0
17.0,0.7118416868119433,14.0
33.0,1.0506988249627636,21.0
11.0,0.3395040740592147,11.0
39.0,1.041573977241894,24.0
25.0,1.8916338762462992,18.0
15.0,1.0080211745504,12.0
58.0,1.0800466788303271,34.0
31.0,1.976028454741008,21.0
45.0,-0.008834168510342928,27.0
32.0,0.5010302483409405,21.0
35.0,1.1377555375197173,23.0
20.0,0.6279661886723132,15.0
18.0,0.6560012983585874,14.0
28.0,0.6247640553099892,19.0
55.0,0.5069015914403553,33.0
39.0,1.538138066795763,25.0
16.0,1.541022614457902,13.0
17.0,0.9390521476248876,13.0
47.0,0.9035889629909574,28.0
30.0,0.9769237306163283,20.0
18.0,0.5776491534174798,14.0
39.0,0.5287736052988761,25.0
32.0,0.904102850188428,21.0
38.0,0.7653803005724362,24.0
45.0,0.06830658498848392,27.0
28.0,0.6135834333594118,19.0
24.0,1.0959871783543838,17.0
33.0,0.7482853074102866,21.0
30.0,0.7605230090242197,20.0
4.0,0.7534906854211608,7.0
41.0,1.541861576240123,26.0
23.0,1.6793251279624468,17.0
14.0,1.4049055210059853,12.0
54.0,1.2454998300083469,32.0
16.0,0.11281456207572826,13.0
42.0,0.1427303713908471,26.0
33.0,0.5209356959163008,21.0
14.0,0.8000940373586483,12.0
29.0,1.0189155300118435,20.0
44.0,0.09763270887021636,27.0
29.0,0.9049489262070842,19.0
30.0,1.1723802529957887,20.0
30.0,0.27467339155015325,20.0
35.0,0.8586137921124185,23.0
31.0,0.564374737782174,21.0
28.0,0.28312846496092486,19.0
28.0,1.5508640188719354,19.0
36.0,0.8090304380665863,23.0
23.0,1.583879353779828,16.0
47.0,0.6178376252973242,28.0
23.0,1.2469948339950432,16.0
32.0,0.2328154230938945,21.0
39.0,0.04814066654234067,25.0
19.0,0.980777249834067,14.0
39.0,1.1429990708816087,25.0
16.0,0.8811346867085637,13.0
18.0,0.04420204200002291,14.0
14.0,0.480094077999079,12.0
23.0,0.14639952914719456,16.0
43.0,0.8993130993525308,26.0
6.0,2.0532440738206432,8.0
40.0,1.0972801236539802,25.0
36.0,0.729704176380963,23.0
20.0,0.7238715999188032,15.0
16.0,1.0422504551904843,13.0
21.0,0.5751685624006853,16.0
15.0,0.6328666535746269,13.0
22.0,0.43419070197644943,16.0
29.0,1.30480528759764,19.0
26.0,0.44401547324231816,18.0
21.0,0.9999197167087609,16.0
28.0,1.8569749337523982,19.0
49.0,1.2046804698002045,30.0
19.0,1.6266019730530072,15.0
36.0,1.0323023820005057,23.0
28.0,0.42025117141177737,19.0
15.0,0.8099625259645525,13.0
23.0,0.6487004401824118,16.0
45.0,1.1784726792510771,27.0
36.0,0.6077152221745026,23.0
47.0,0.7989101845807268,28.0
25.0,1.0534455820205604,17.0
42.0,0.9282183242424182,26.0
37.0,0.40449874428648297,24.0
36.0,0.36552678008270134,23.0
16.0,0.3171954537305385,13.0
23.0,0.9301385897689096,17.0
35.0,0.42343163547380797,22.0
47.0,0.9925810874885432,28.0
27.0,0.3843882330957613,19.0
20.0,0.2716952487329082,15.0
17.0,0.30175669687441387,14.0
37.0,0.7867777521037562,23.0
30.0,0.8029745971500054,20.0
32.0,1.6103497430770914,21.0
25.0,0.9446287232003814,18.0
6.0,0.22778228204282472,8.0
38.0,0.6168469097306308,24.0
27.0,0.7930500536949621,19.0
30.0,0.2879641904986985,20.0
28.0,1.362182835038268,19.0
28.0,1.0883503195319584,19.0
33.0,0.27411287525075123,21.0
32.0,1.568780660282416,21.0
29.0,0.8339532225372772,20.0
28.0,0.36914147329309843,19.0
34.0,0.6518793101865937,22.0
30.0,0.4401936002032084,20.0
26.0,0.9658916051924242,18.0
23.0,1.5536603116693504,17.0
44.0,0.15868080955742472,27.0
27.0,1.8715131958552624,19.0
40.0,0.13862217566060206,25.0
41.0,0.24480291275072133,25.0
30.0,1.8397423442347798,20.0
8.0,0.09968850419534045,9.0
26.0,0.3673117257501031,18.0
39.0,-0.02101767164245951,24.0
40.0,1.0684650905460642,25.0
20.0,0.789327639212192,15.0
22.0,1.2043885959633311,16.0
11.0,1.1072180672517775,11.0
36.0,0.015315336421979613,23.0
32.0,0.038455539094898725,21.0
18.0,0.05064550648464508,14.0
41.0,0.7348261061796157,26.0
35.0,0.6342987016752161,23.0
31.0,0.7716912479724956,20.0
35.0,1.365460933901631,22.0
35.0,1.197865036741859,23.0
39.0,0.38453298119370527,25.0
25.0,0.002454245315588025,17.0
24.0,1.4992394806177731,17.0
27.0,0.2109727069740125,18.0
9.0,0.8176927614986738,10.0
50.0,1.4124511187780058,30.0
45.0,0.265229905451601,27.0
47.0,1.2118961760665585,28.0
33.0,0.9363102309092355,22.0
26.0,0.22592822781552102,18.0
40.0,0.2901813781358757,25.0
20.0,0.09796443264038913,15.0
20.0,2.761099327420545,15.0
44.0,0.2713306391360459,27.0
22.0,0.4944833962414889,16.0
18.0,1.0125225734195165,14.0
23.0,0.4868926691995665,17.0
28.0,0.6388830534127701,19.0
30.0,0.9255536514811653,20.0
20.0,0.49237722065507594,15.0
31.0,0.28417720804238933,21.0
29.0,0.5720469228172007,19.0
43.0,0.9988715165061903,27.0
19.0,0.21667075717250886,15.0
11.0,1.2917517133299594,10.0
33.0,1.2808642002107011,22.0
34.0,0.28906753081121767,22.0
49.0,2.1948338641057017,29.0
34.0,0.08891995359860187,22.0
34.0,1.865181494219893,22.0
23.0,0.2626178328981799,17.0
26.0,1.4672422332567971,18.0
28.0,0.1422583283708254,19.0
32.0,0.37419117558588383,21.0
27.0,1.162591133197039,19.0
27.0,1.2693489880410747,19.0
22.0,0.40713936148199364,16.0
36.0,0.8400199825744288,23.0
35.0,0.7148601354650642,22.0
20.0,1.1764137855954113,15.0
30.0,1.600474743988301,20.0
16.0,0.34435197441345106,13.0
20.0,0.22412860506047735,15.0
37.0,0.582836862165654,24.0
15.0,0.4845275629185337,13.0
29.0,0.6385698903387712,19.0
31.0,1.6052769568324545,20.0
25.0,0.08239053367595915,17.0
16.0,0.6559399807250779,13.0
41.0,1.0499652186931248,25.0
39.0,0.35925399583338274,24.0
20.0,2.3851967792402817,15.0
10.0,1.5831612130717176,10.0
50.0,0.25339482209179925,30.0
29.0,0.057853012148496356,20.0
37.0,0.9829749727214896,23.0
7.0,0.08172806870309518,8.0
42.0,0.49355553040727473,26.0
25.0,0.7874802606614424,18.0
31.0,0.19050676515604326,20.0
13.0,2.0796234696146048,12.0
37.0,1.2906804939723853,24.0
25.0,0.27712957587032583,17.0
20.0,0.9184900026309467,15.0
28.0,0.6218249690388286,19.0
30.0,0.5358999978284326,20.0
30.0,0.617061875763243,20.0
33.0,1.7161032825037201,22.0
30.0,0.1176276789034911,20.0
41.0,0.3552866942412212,25.0
31.0,0.7341442628105359,21.0
47.0,0.11495306566665947,29.0
24.0,0.29160003730395456,17.0
32.0,2.596021373246885,21.0
36.0,1.2732467561661918,23.0
17.0,1.167815095387727,13.0
30.0,1.6984631065890836,20.0
29.0,0.29515031175985224,20.0
52.0,0.3706549804845433,31.0
26.0,0.9357668512271413,18.0
14.0,1.8071283218965604,12.0
24.0,0.9137979133683143,17.0
23.0,1.0282460868693268,16.0
41.0,1.1378008325959077,25.0
21.0,0.55261426357674,15.0
34.0,0.4145805124972892,22.0
33.0,0.8248556244933402,21.0
38.0,0.5309279406651661,24.0
19.0,1.08477860536319,15.0
26.0,0.5031755093093631,18.0
18.0,1.2851131013879669,14.0
45.0,0.5078824518652635,28.0
44.0,0.7087287115410904,27.0
38.0,0.10306341915512784,24.0
32.0,0.7148901467308422,21.0
17.0,1.9793648644043143,13.0
38.0,0.29021622837094047,24.0
30.0,0.7140398025681862,20.0
24.0,0.6988622424496858,17.0
19.0,0.19169695594561204,15.0
34.0,0.049525398543837224,22.0
18.0,0.73469603939707,14.0
36.0,0.8417189725896439,23.0
25.0,1.4701773187739822,17.0
25.0,1.3122000434111394,17.0
32.0,1.3407730259152701,21.0
30.0,1.5903715075647853,20.0
35.0,0.24625676556062212,23.0
30.0,0.7150395874823365,20.0
15.0,1.901191204009326,13.0
20.0,0.2803267875572651,15.0
35.0,0.8234185576383658,22.0
47.0,1.7822165099223801,29.0
35.0,0.11068352123864028,23.0
20.0,0.6426923918009817,15.0
30.0,0.9035835085154845,20.0
49.0,0.9857914613121097,29.0
22.0,0.8362063912036782,16.0
27.0,1.8046590004100969,18.0
15.0,0.6405638578168699,13.0
31.0,0.13522810722913647,20.0
30.0,0.684449221148894,20.0
39.0,0.3330388570779157,25.0
39.0,0.7060031569658193,25.0
30.0,0.07660681573621195,20.0
34.0,0.8915769713697723,22.0
26.0,2.280199178901294,18.0
26.0,0.15490758956276393,18.0
37.0,0.9192517922284931,23.0
19.0,0.5081569867583268,15.0
15.0,1.1437706602533328,12.0
39.0,0.6358939131832752,24.0
22.0,0.8654717489806686,16.0
46.0,0.2453869093838002,28.0
28.0,1.8021411533547889,19.0
51.0,1.2809401699973182,31.0
27.0,0.9932776344632578,19.0
37.0,1.2993195124731725,23.0
36.0,0.1254285319919844,23.0
27.0,0.07289725760788514,19.0
31.0,0.19324818843562247,20.0
31.0,1.0649013334535855,20.0
24.0,0.4679625153402278,17.0
25.0,1.4073215449306298,18.0
18.0,0.9532491057929633,14.0
41.0,1.874364100041176,25.0
25.0,0.41302104315269184,17.0
43.0,0.931997279252863,26.0
28.0,0.09218932632698362,19.0
34.0,0.3060318274982451,22.0
32.0,0.08721801885672131,21.0
39.0,0.9891965015491834,24.0
25.0,1.0586821072444588,17.0
20.0,0.4904706896654929,15.0
34.0,0.21025269058024518,22.0
34.0,0.2734025760464015,22.0
33.0,0.6595188073981937,21.0
32.0,2.0006774720391602,21.0
48.0,0.4010682889580275,29.0
28.0,1.1856865160317158,19.0
25.0,1.0342431174370452,18.0
28.0,0.818905809644196,19.0
19.0,0.4599456141893318,14.0
48.0,1.4891497432700629,29.0
35.0,0.8047213062771895,23.0
21.0,1.141262851531056,15.0
46.0,0.33603392767480866,28.0
33.0,1.5838872238070014,22.0
18.0,0.7845254070988638,14.0
9.0,1.6594594198558734,9.0
27.0,0.7113116467867397,19.0
34.0,0.7600971769092942,22.0
41.0,0.6902532986495701,25.0
40.0,0.1353607784282464,25.0
27.0,0.06550589029422704,19.0
29.0,0.2737685483583385,19.0
26.0,0.5852228939991172,18.0
38.0,0.8219003725239811,24.0
20.0,1.0761068283711328,15.0
30.0,0.6931078101861778,20.0
45.0,0.07671620359296169,27.0
26.0,0.7615140361404326,18.0
27.0,0.4403466172128938,19.0
21.0,1.7845911597024569,16.0
24.0,0.4384884317381869,17.0
27.0,0.25812725650039997,18.0
19.0,2.3896759655050634,14.0
31.0,0.4952038069048747,20.0
43.0,1.7472921671444226,27.0
28.0,0.9508195367247874,19.0
35.0,0.10697280367696248,23.0
28.0,0.27020936081180086,19.0
37.0,0.40067914488987233,24.0
45.0,1.5353767661336728,28.0
17.0,0.5323714090122319,14.0
14.0,1.0829215861134092,12.0
27.0,0.8762310731276959,18.0
14.0,0.5048457863488557,12.0
27.0,3.0397413630399766,19.0
12.0,0.7699196986298948,11.0
24.0,1.4920924003902953,17.0
26.0,1.4503607998753254,18.0
48.0,1.2489497868338342,29.0
56.0,0.23161916750763595,33.0
56.0,-0.017944384108740927,33.0
28.0,0.43973739170707826,19.0
38.0,1.2854031235697674,24.0
31.0,0.08466819438602657,20.0
40.0,0.027711740168928828,25.0
26.0,0.621275779982125,18.0
31.0,0.3118238669362551,20.0
14.0,0.6416226223654339,12.0
13.0,2.2434089315112073,11.0
31.0,0.38499819697613585,20.0
46.0,0.8186696050794843,28.0
34.0,0.09800784976500936,22.0
24.0,0.5408342814075109,17.0
36.0,1.6349204931641894,23.0
12.0,0.4202286534409111,11.0
34.0,1.25547018883464,22.0
27.0,2.2894690296787843,19.0
18.0,0.7311674208078572,14.0
10.0,1.7027117390715427,10.0
48.0,1.1922736048871978,29.0
18.0,0.0919930592622619,14.0
34.0,0.4277743242213021,22.0
51.0,1.6896697443825632,31.0
27.0,0.4505238937945018,18.0
31.0,0.8248015777865292,20.0
42.0,2.132620775983949,26.0
37.0,0.21068764781067703,24.0
27.0,1.587125453357554,19.0
22.0,0.3336844090104732,16.0
34.0,0.11389971780968734,22.0
42.0,0.8444456782358886,26.0
45.0,0.34985487889844125,27.0
32.0,0.02915720530054109,21.0
43.0,1.7875491310188059,26.0
38.0,0.46651260865703614,24.0
38.0,0.1627613095965352,24.0
47.0,1.31812826464603,28.0
20.0,0.9518387946580449,15.0
22.0,0.30690433207773493,16.0
52.0,0.16343738851682083,31.0
42.0,1.5433399853807495,26.0
22.0,0.12713125292237318,16.0
22.0,0.7309837623705857,16.0
31.0,1.3997012554783608,20.0
41.0,0.8713316967559559,26.0
26.0,1.202612999211316,18.0
36.0,0.9874356495576926,23.0
22.0,1.4668707725717294,16.0
31.0,1.3389009526197302,20.0
37.0,1.993945662822618,24.0
24.0,0.8246316060014887,17.0
40.0,0.14814502123529458,25.0
14.0,0.15463059201565757,12.0
57.0,0.2875013691461984,34.0
39.0,0.357750544898793,24.0
26.0,0.4597314377438488,18.0
20.0,0.5757461574857909,15.0
22.0,0.4986851291182879,16.0
27.0,1.0768959220412873,18.0
10.0,0.7594618100292864,10.0
36.0,0.2840192552108773,23.0
44.0,1.4549824040582282,27.0
33.0,0.6018720451144478,21.0
23.0,0.26424988028044033,17.0
22.0,0.5900484746935963,16.0
25.0,1.7312250973971666,18.0
30.0,1.5439913122578335,20.0
27.0,0.8500658408735678,18.0
44.0,0.7171758484860884,27.0
31.0,0.8187217357228912,21.0
42.0,1.0972110137691624,26.0
42.0,0.3631202919720567,26.0
32.0,1.4744731339003534,21.0
30.0,0.10706709917772994,20.0
39.0,1.1101653911468015,24.0
38.0,0.5379493040366243,24.0
30.0,0.8784689289294236,20.0
26.0,1.019678131318493,18.0
40.0,0.48100024916779666,25.0
35.0,0.734254515116197,22.0
21.0,0.6877166162383189,15.0
52.0,1.4120397734357986,31.0
40.0,1.1235744518003719,25.0
24.0,1.786330765899115,17.0
30.0,1.552543122078051,20.0
34.0,0.015050113020753847,22.0
43.0,0.767142001981037,27.0
38.0,0.32862747354790267,24.0
32.0,0.829620024501307,21.0
31.0,0.5821556384922052,21.0
32.0,0.3172805190998527,21.0
33.0,0.018678993899264237,21.0
35.0,0.9212378248316483,23.0
31.0,0.2327871604603199,20.0
43.0,1.0584588598198417,26.0
35.0,0.4192582105668482,23.0
-0.0,0.7893446522705914,5.0
19.0,0.9973736054746372,14.0
15.0,0.7434590373812339,12.0
20.0,0.2696440515828046,15.0
43.0,1.0955313094219306,26.0
42.0,0.5325775153971385,26.0
23.0,1.2031989883248237,17.0
29.0,0.10281486834777415,19.0
40.0,0.1575886087065972,25.0
39.0,0.1063843424188951,25.0
35.0,0.40329283310539393,22.0
-1.0,0.1583369589640943,5.0
23.0,1.0333442338996708,17.0
42.0,1.6067739135101076,26.0
26.0,1.122151556068996,18.0
30.0,0.06102697456903653,20.0
22.0,1.2096542021832657,16.0
29.0,0.4090884660144457,19.0
12.0,0.895202595686748,11.0
16.0,0.9264587058004194,13.0
14.0,0.7367312868321618,12.0
20.0,0.5505511474701144,15.0
28.0,0.3202401161011855,19.0
22.0,0.3405096435920559,16.0
32.0,1.2852391721284449,21.0
31.0,0.32907630001303434,20.0
29.0,0.6031873794254293,20.0
31.0,1.1484672977657728,21.0
23.0,0.21855298488769115,16.0
28.0,0.8629712465246875,19.0
39.0,1.442305203729824,25.0
34.0,0.9670555223809302,22.0
49.0,1.918963297842828,30.0
26.0,1.3294305646086102,18.0
10.0,0.23563979890681186,10.0
16.0,0.7110231051790555,13.0
20.0,1.488185234938318,15.0
25.0,0.14699538252899055,18.0
20.0,1.2609143892162928,15.0
30.0,0.5078519489846514,20.0
28.0,0.07829116595504097,19.0
22.0,1.6052562618163728,16.0
16.0,0.5005990731145175,13.0
45.0,0.9132998691829393,27.0
29.0,1.2676912825362543,19.0
38.0,0.409865436612605,24.0
30.0,1.3921222445423707,20.0
40.0,0.8381149216794868,25.0
43.0,0.30559133500197644,26.0
2.0,0.4723173409452742,6.0
34.0,0.7685874939401784,22.0
30.0,1.5426207269552972,20.0
42.0,0.7298645504779108,26.0
35.0,0.26618005760435154,23.0
17.0,0.3313101322932239,13.0
49.0,0.5365928629707426,30.0
39.0,0.1466872728788489,25.0
38.0,1.4359913973722533,24.0
19.0,0.985476894874672,15.0
43.0,0.6282804345091774,26.0
26.0,0.7601717852958119,18.0
19.0,0.5022809059811904,15.0
31.0,1.4278987372515035,21.0
4.0,-0.04083961375871191,7.0
43.0,0.3513740412090643,26.0
23.0,0.31805560517462306,17.0
14.0,0.19857167616240362,12.0
24.0,0.5056456898077903,17.0
19.0,1.1112156938810487,14.0
43.0,0.6880432663728777,26.0
32.0,0.24082290052395533,21.0
-1.0,1.0951885632330631,5.0
16.0,1.697761009675564,13.0
