"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLETPUS","197803","66623.494","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197804","70327.333","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197805","76431.711","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197806","84033.019","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197807","89606.31","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197808","93429.682","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197809","87041.271","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197810","82082.993","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197811","81727.362","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197812","88863.313","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197813","975742.083","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197901","94985.712","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197902","84747.823","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197903","85219.537","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197904","80450.173","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197905","86149.298","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197906","90817.26","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197907","97879.473","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197908","97910.027","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197909","85664.344","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197910","87527.612","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197911","87455.783","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197912","96230.048","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","197913","1075037.091","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198001","103257.677","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198002","98150.804","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198003","95386.178","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198004","83561.813","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198005","84884.262","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198006","93691.765","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198007","108456.913","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198008","107579.936","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198009","97556.952","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198010","91196.02","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198011","93500.667","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198012","104339.38","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198013","1161562.368","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198101","111764.813","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198102","97653.289","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198103","99482.128","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198104","88109.349","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198105","88940.698","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198106","99837.068","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198107","112853.683","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198108","108402.855","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198109","97663.878","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198110","97046.239","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198111","94841.001","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198112","106608.232","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198113","1203203.232","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198201","113123.631","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198202","96905.528","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198203","97625.094","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198204","88115.664","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198205","92997.402","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198206","95313.637","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198207","110617.225","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198208","110124.075","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198209","96895.697","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198210","93769.09","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198211","95547.275","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198212","100969.888","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198213","1192004.204","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198301","108164.265","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198302","92691.602","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198303","95598.248","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198304","88113.755","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198305","91296.386","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198306","101512.015","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198307","121560.33","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198308","129312.743","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198309","108867.586","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198310","101951.282","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198311","103225.255","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198312","117130.811","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198313","1259424.279","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198401","120850.261","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198402","104706.39","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198403","111157.719","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198404","97541.501","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198405","100138.89","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198406","115425.514","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198407","121094.329","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198408","127743.902","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198409","108861.54","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198410","110800.527","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198411","109759.28","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198412","113600.9","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198413","1341680.752","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198501","129092.471","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198502","112036.83","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198503","111390.703","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198504","104790.423","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198505","111514.668","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198506","115583.004","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198507","128880.144","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198508","126549.659","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198509","114630.253","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198510","111053.345","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198511","108814.643","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198512","127791.979","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198513","1402128.125","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198601","130189.924","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198602","110982.428","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198603","110389.796","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198604","98995.106","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198605","104900.302","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198606","120153.987","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198607","136653.936","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198608","123617.62","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198609","113957.353","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198610","108583.774","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198611","109045.451","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198612","118361.775","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198613","1385831.452","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198701","126630.512","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198702","109647.934","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198703","111920.394","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198704","105474.356","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198705","115155.284","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198706","129350.599","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198707","143502.911","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198708","143194.312","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198709","120777.103","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198710","117742.848","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198711","114171.65","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198712","126213.387","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198713","1463781.289","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198801","137845.293","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198802","126267.376","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198803","120033.644","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198804","109135.472","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198805","115195.008","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198806","132267.995","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198807","144301.353","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198808","152376.525","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198809","124409.811","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198810","121339.387","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198811","121053.811","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198812","136427.1","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198813","1540652.774","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198901","137733.369","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198902","129611.076","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198903","129192.832","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198904","117867.309","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198905","121495.442","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198906","131163.721","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198907","141189.218","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198908","144610.455","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198909","129399.231","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198910","124912.222","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198911","126816.531","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198912","149787.733","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","198913","1583779.139","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199001","135489.955","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199002","118755.094","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199003","125908.652","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199004","120002.708","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199005","122507.305","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199006","135553.242","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199007","147354.522","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199008","150453.899","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199009","138427.765","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199010","133108.84","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199011","126815.6","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199012","139633.895","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199013","1594011.479","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199101","145371.753","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199102","120934.682","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199103","121444.782","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199104","115472.088","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199105","127048.806","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199106","135312.435","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199107","147479.919","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199108","147805.166","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199109","132462.384","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199110","128848.55","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199111","132419.963","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199112","136022.222","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199113","1590622.748","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199201","141152.703","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199202","125269.566","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199203","131359.665","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199204","123494.618","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199205","127361.124","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199206","133411.196","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199207","153081.646","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199208","145957.289","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199209","137074.121","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199210","131730.799","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199211","129237.137","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199212","142076.174","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
"CLETPUS","199213","1621206.039","1","Electricity Net Generation From Coal, All Sectors","Million Kilowatthours"
