date,symbol,open,high,low,close,Volume BTC,Volume USDT
01/01/2022 19:00,BTC/USDT,47560.54,47611.84,47292.72,47329.78,830.6716,39371494.08
01/01/2022 18:00,BTC/USDT,47754.47,47844.97,47420,47560.55,860.76025,40986790.59
01/01/2022 17:00,BTC/USDT,47268.61,47954.63,47238.81,47754.48,1320.66577,62917380.65
01/01/2022 16:00,BTC/USDT,47219.04,47527.24,47186.07,47268.62,1049.57919,49727146.24
01/01/2022 15:00,BTC/USDT,46920.01,47491.14,46871.69,47219.04,1515.95305,71605243.71
01/01/2022 14:00,BTC/USDT,47023.24,47100,46850.18,46926.22,503.6622,23656850.51
01/01/2022 13:00,BTC/USDT,47074.05,47199.67,46935.09,47023.24,454.14412,21373423.46
01/01/2022 12:00,BTC/USDT,46758.87,47150.48,46756.3,47074.05,582.15009,27355387.03
01/01/2022 11:00,BTC/USDT,46871.09,47007.73,46756.77,46758.87,732.88793,34373032.68
01/01/2022 10:00,BTC/USDT,47143.98,47298.75,46715.39,46871.08,923.0176,43322629.23
01/01/2022 9:00,BTC/USDT,47124.82,47215.56,46933.58,47143.98,541.32491,25480514.38
01/01/2022 8:00,BTC/USDT,47194.73,47344.69,47075.11,47124.82,532.44767,25132258.92
01/01/2022 7:00,BTC/USDT,46979.61,47255.85,46864.84,47194.73,646.20081,30399865.63
01/01/2022 6:00,BTC/USDT,47192.56,47324.42,46940,46979.62,613.97776,28941491.57
01/01/2022 5:00,BTC/USDT,46711.05,47555.55,46673.94,47192.55,1400.73642,66188305.96
01/01/2022 4:00,BTC/USDT,46813.21,46887.33,46591.23,46711.05,861.88389,40272043.74
01/01/2022 3:00,BTC/USDT,46811.77,46916.63,46760.12,46813.2,562.88971,26363260.46
01/01/2022 2:00,BTC/USDT,46778.14,46928.94,46721.96,46811.77,485.1686,22720670.42
01/01/2022 1:00,BTC/USDT,46656.14,46949.99,46574.06,46778.14,943.81539,44127148.12
01/01/2022 0:00,BTC/USDT,46216.93,46731.39,46208.37,46656.13,1503.33095,69879986.39
31/12/2021 23:00,BTC/USDT,46303.98,46520.13,46132.04,46216.93,985.99762,45719763.72
31/12/2021 22:00,BTC/USDT,46333.87,46569.97,46232.36,46303.99,991.85142,46004061.75
31/12/2021 21:00,BTC/USDT,45886.66,46513.67,45766.85,46333.86,1734.69585,79970654.39
31/12/2021 20:00,BTC/USDT,45728.28,46211.07,45678,45879.24,1831.41202,84221415.17
31/12/2021 19:00,BTC/USDT,46686.42,46688.68,45678.96,45728.28,3851.30902,177617078.4
31/12/2021 18:00,BTC/USDT,47016.56,47040.52,46500,46686.41,1687.72844,78960617.7
31/12/2021 17:00,BTC/USDT,47471.67,47550,46889,47016.57,1962.23708,92495965.82
31/12/2021 16:00,BTC/USDT,48005.37,48118.45,47409.77,47471.66,1589.51833,75938229.36
31/12/2021 15:00,BTC/USDT,47976.51,48116.94,47861.77,48005.37,1261.41289,60514833.48
31/12/2021 14:00,BTC/USDT,47936.44,48170,47832.13,47976.51,1376.61691,66027845.6
31/12/2021 13:00,BTC/USDT,47978.92,48079.45,47886,47936.44,1053.87615,50567485.26
31/12/2021 12:00,BTC/USDT,47975.76,48108.6,47830.64,47978.84,1172.64226,56257204.84
31/12/2021 11:00,BTC/USDT,48027.42,48212.39,47900,47975.76,1200.98299,57707825.57
31/12/2021 10:00,BTC/USDT,48291.96,48456.47,47909.56,48027.42,1538.89328,74286558.43
31/12/2021 9:00,BTC/USDT,48433.9,48548.26,48203,48291.96,1894.65137,91667473.96
31/12/2021 8:00,BTC/USDT,47191.08,48548.26,47065.3,48433.9,3907.72398,187655996
31/12/2021 7:00,BTC/USDT,47385.56,47453.15,46836.86,47191.09,1501.74203,70612790.32
31/12/2021 6:00,BTC/USDT,47280.01,47550,47156.07,47385.55,748.27615,35430086.61
31/12/2021 5:00,BTC/USDT,47344.82,47400.36,47200,47280.01,592.96257,28059507.38
31/12/2021 4:00,BTC/USDT,47201.84,47474,47141.8,47344.83,775.29781,36693755.26
31/12/2021 3:00,BTC/USDT,46994.85,47281.68,46906.7,47201.85,633.32006,29829864.91
31/12/2021 2:00,BTC/USDT,47121.95,47127.53,46825.38,46994.85,798.66344,37489111.75
31/12/2021 1:00,BTC/USDT,47073.99,47349.1,46842.28,47121.94,762.07203,35892514.64
31/12/2021 0:00,BTC/USDT,47120.88,47500,46826.21,47073.98,1084.11426,51095337.58
30/12/2021 23:00,BTC/USDT,47084.88,47242.6,46940.96,47120.87,710.18694,33448068.49
30/12/2021 22:00,BTC/USDT,47299.99,47325.33,46729,47084.88,792.93614,37294932.13
30/12/2021 21:00,BTC/USDT,47203.16,47347.84,46919.44,47300,890.70108,42026223.75
30/12/2021 20:00,BTC/USDT,47558.35,47682.07,47071,47203.16,1456.46283,68961190.51
30/12/2021 19:00,BTC/USDT,47860.74,47900,47528.49,47558.35,1136.2067,54287756.03
30/12/2021 18:00,BTC/USDT,47663.5,47887.07,47474.58,47860.75,1145.17908,54600805.53
30/12/2021 17:00,BTC/USDT,47578.69,47770,47467.08,47663.51,1127.83834,53695547.21
30/12/2021 16:00,BTC/USDT,47159.42,47640,47092.13,47578.69,1554.92502,73633540.34
30/12/2021 15:00,BTC/USDT,47345.02,47500,47118.69,47159.41,1054.54264,49925863.6
30/12/2021 14:00,BTC/USDT,47321.5,47437.72,47166.97,47345.03,1333.65225,63067838.44
30/12/2021 13:00,BTC/USDT,47514.16,47555.55,47300,47321.49,1350.13045,64059198.1
30/12/2021 12:00,BTC/USDT,47515.45,47719.37,47400,47514.17,2014.69387,95863925.27
30/12/2021 11:00,BTC/USDT,46952.91,47566,46888.99,47515.45,1578.22049,74583404.68
30/12/2021 10:00,BTC/USDT,46753.42,46962.93,46659.13,46952.91,805.19709,37730149.01
30/12/2021 9:00,BTC/USDT,46795.74,46993.12,46720.51,46753.42,1039.54077,48722775.07
30/12/2021 8:00,BTC/USDT,46980.71,47195.07,46765.43,46795.75,1363.55046,64041256.4
30/12/2021 7:00,BTC/USDT,46896,47105.37,46836.07,46980.71,1350.65584,63491457.4
30/12/2021 6:00,BTC/USDT,46761.93,46959.65,46702.82,46896.5,926.13329,43367481.55
30/12/2021 5:00,BTC/USDT,46722.25,46811,46577,46759.63,1116.94398,52164641.42
30/12/2021 4:00,BTC/USDT,46504,46938.76,46490.01,46722.24,1127.4224,52741906.53
30/12/2021 3:00,BTC/USDT,46661.94,46710,46468.15,46504,1036.37002,48308970.41
30/12/2021 2:00,BTC/USDT,46562.69,46664.98,46242.25,46661.95,1204.01001,55942544.85
30/12/2021 1:00,BTC/USDT,46693.1,46748.99,46433.53,46562.7,1158.75205,53990983.47
30/12/2021 0:00,BTC/USDT,46464.66,46844.8,45900,46693.1,3078.04395,142805260.3
29/12/2021 23:00,BTC/USDT,47274.61,47383.92,46096.99,46464.66,4310.11506,200467875
29/12/2021 22:00,BTC/USDT,47230,47488.38,47100,47274.61,859.77657,40649929.31
29/12/2021 21:00,BTC/USDT,47369.97,47396.66,47053.88,47230,1207.14071,56995307.29
29/12/2021 20:00,BTC/USDT,47148.62,47709.2,47079.27,47369.97,1190.17644,56471795.29
29/12/2021 19:00,BTC/USDT,47531.47,47549.93,47024.27,47148.61,1502.3662,71017420.69
29/12/2021 18:00,BTC/USDT,47554.91,47769.01,47393.36,47531.47,1146.30078,54554592.59
29/12/2021 17:00,BTC/USDT,47727.44,47737.33,47472.92,47554.91,1074.53226,51167524.26
29/12/2021 16:00,BTC/USDT,47959.36,48038.92,47603,47727.43,1474.70054,70493304.23
29/12/2021 15:00,BTC/USDT,47826,48030.05,47721.71,47959.36,2180.51068,104397186.7
29/12/2021 14:00,BTC/USDT,47402.65,47888.92,47239.6,47826,3243.86459,154479066
29/12/2021 13:00,BTC/USDT,46824.23,47458.92,46586.62,47402.65,2455.36215,115318332.3
29/12/2021 12:00,BTC/USDT,47737.96,47777.77,46661,46824.23,4248.68643,199655537.2
29/12/2021 11:00,BTC/USDT,47696.79,47760,47500.37,47737.95,1092.75996,52050004.76
29/12/2021 10:00,BTC/USDT,47936.2,47984.88,47600,47696.8,1292.49974,61798611.69
29/12/2021 9:00,BTC/USDT,47722.19,48092.1,47398.46,47936.2,2298.02924,109682404.4
29/12/2021 8:00,BTC/USDT,47570.03,47839.63,47505,47722.2,1177.7796,56177553.7
29/12/2021 7:00,BTC/USDT,47851.9,47872.14,47522.89,47570.03,1045.12364,49808887.16
29/12/2021 6:00,BTC/USDT,47898.64,47981.24,47748,47851.9,776.08095,37172210.46
29/12/2021 5:00,BTC/USDT,47780,47914.93,47750,47898.65,891.54873,42650964.15
29/12/2021 4:00,BTC/USDT,48001.01,48056.28,47767.44,47780,1155.15633,55353342.6
29/12/2021 3:00,BTC/USDT,47989.91,48139.08,47895.18,48001.01,1290.96759,61993861.64
29/12/2021 2:00,BTC/USDT,47735.13,48046.02,47659.06,47987.57,1430.83279,68526865.96
29/12/2021 1:00,BTC/USDT,47770.11,47973.9,47691.76,47735.13,1102.03536,52727669.41
29/12/2021 0:00,BTC/USDT,47543.74,47851.92,47450.01,47770.12,1052.52366,50175324.47
28/12/2021 23:00,BTC/USDT,47680.81,47803.51,47507.84,47543.74,831.22956,39626643.15
28/12/2021 22:00,BTC/USDT,47556.25,47761.21,47320,47680.81,1176.87984,55962820.73
28/12/2021 21:00,BTC/USDT,47804.59,47850,47482.14,47556.25,986.60873,47067347.4
28/12/2021 20:00,BTC/USDT,47689.46,48142.78,47567.34,47804.6,1648.54449,78835315.31
28/12/2021 19:00,BTC/USDT,47800.31,47813.04,47313.01,47689.46,2058.32621,97895458.28
28/12/2021 18:00,BTC/USDT,48030.43,48033.04,47600,47792.71,1649.24949,78890350.51
28/12/2021 17:00,BTC/USDT,48627.97,48645.23,47650.35,48030.43,3337.20207,160301890.6
28/12/2021 16:00,BTC/USDT,48937.47,48974.85,48124,48627.97,2568.18511,124575903.8
28/12/2021 15:00,BTC/USDT,49078.29,49235.95,48890.01,48937.48,1095.28378,53715503.4
28/12/2021 14:00,BTC/USDT,49024.56,49155.92,48301.88,49078.29,3094.23155,151134276.7
28/12/2021 13:00,BTC/USDT,49100.37,49284,48974.24,49024.57,1357.31811,66676086.2
28/12/2021 12:00,BTC/USDT,49200.39,49371.18,49077.64,49100.37,961.44955,47329589.73
28/12/2021 11:00,BTC/USDT,49034.56,49240.08,48897.22,49200.39,1185.66446,58217159.36
28/12/2021 10:00,BTC/USDT,49027.44,49172.49,48755.32,49034.57,3495.57867,170965951.9
28/12/2021 9:00,BTC/USDT,49377.69,49444.46,49000,49027.44,1526.39111,75143260.95
28/12/2021 8:00,BTC/USDT,49227.14,49440.05,49113.7,49377.69,1350.82236,66634544.25
28/12/2021 7:00,BTC/USDT,49218.49,49366,49037.23,49227.13,1009.49151,49670219.75
28/12/2021 6:00,BTC/USDT,49200.9,49343.98,49096.67,49218.49,1104.01703,54347601.96
28/12/2021 5:00,BTC/USDT,49050.58,49243.73,48950,49200.9,1407.13684,69111668.48
28/12/2021 4:00,BTC/USDT,49828.07,49828.07,48657.12,49054.47,4642.00877,227852835.2
28/12/2021 3:00,BTC/USDT,49775.31,49889.58,49500,49828.06,1863.06312,92474346.09
28/12/2021 2:00,BTC/USDT,49818.62,49966.06,49581,49775.31,1759.24183,87515928.17
28/12/2021 1:00,BTC/USDT,50350.22,50350.23,49580.34,49818.63,2830.99927,141405600.8
28/12/2021 0:00,BTC/USDT,50701.44,50704.05,50029.62,50350.23,2914.41578,146751918.2
27/12/2021 23:00,BTC/USDT,51020.05,51057.68,50622,50701.44,1234.95002,62739366.91
27/12/2021 22:00,BTC/USDT,50975.6,51230.43,50702.01,51020.06,1234.48078,62939232.82
27/12/2021 21:00,BTC/USDT,51225.88,51298.68,50940,50975.61,1083.41873,55451799.98
27/12/2021 20:00,BTC/USDT,51204.65,51365.76,50906.32,51225.88,1432.38555,73253551.24
27/12/2021 19:00,BTC/USDT,51690.68,51713.64,51200,51204.64,1297.9168,66784052.38
27/12/2021 18:00,BTC/USDT,51853.1,51932,51626.55,51690.69,1296.1781,67059908.42
27/12/2021 17:00,BTC/USDT,51468,52088,51441.67,51853.1,2306.06183,119475460.2
27/12/2021 16:00,BTC/USDT,51450.58,51519.97,51210,51468,1233.70476,63387939.29
27/12/2021 15:00,BTC/USDT,51502.55,51655.05,51366,51450.57,1137.10818,58560635.56
27/12/2021 14:00,BTC/USDT,51299.99,51677,51210,51502.54,1970.71236,101418376.3
27/12/2021 13:00,BTC/USDT,51118.84,51400,50979.83,51300,1689.5045,86570541.98
27/12/2021 12:00,BTC/USDT,50759.46,51200,50567.07,51118.83,1798.24962,91609394.6
27/12/2021 11:00,BTC/USDT,50791.1,50875.41,50666.01,50759.45,917.20694,46564413.14
27/12/2021 10:00,BTC/USDT,50755.87,50900,50675.32,50791.11,854.73514,43412473.56
27/12/2021 9:00,BTC/USDT,50555,50772.47,50499.77,50755.87,1077.65448,54557593.65
27/12/2021 8:00,BTC/USDT,50694.83,50846.63,50555,50555.01,873.45815,44296029.14
27/12/2021 7:00,BTC/USDT,50935.94,50985.39,50631,50694.83,953.99767,48489634.91
27/12/2021 6:00,BTC/USDT,50853.03,50974.82,50730.53,50935.93,808.85343,41141335.05
27/12/2021 5:00,BTC/USDT,51001.52,51020,50832.72,50853.02,747.07122,38035626.04
27/12/2021 4:00,BTC/USDT,51009.02,51093.86,50870.96,51001.51,1079.85491,55024743.94
27/12/2021 3:00,BTC/USDT,50816.19,51150,50791.07,51009.02,1109.63762,56609855.59
27/12/2021 2:00,BTC/USDT,50787.93,50940.01,50669.04,50816.24,804.4424,40875486.96
27/12/2021 1:00,BTC/USDT,50622.86,50816.31,50449,50787.94,819.30551,41454950.03
27/12/2021 0:00,BTC/USDT,50775.48,50974.97,50567.6,50622.87,1018.69342,51711210.39
26/12/2021 23:00,BTC/USDT,50973.65,51062.04,50638.16,50775.49,656.46684,33355972.41
26/12/2021 22:00,BTC/USDT,50776.16,51280,50772,50973.64,1221.97065,62322969.33
26/12/2021 21:00,BTC/USDT,50269.44,51040,49914.73,50774.16,1890.38608,95645006.56
26/12/2021 20:00,BTC/USDT,50342.51,50382.61,50265.97,50269.44,387.9616,19526466.43
26/12/2021 19:00,BTC/USDT,50351.1,50465.54,50212.83,50342.51,643.89318,32420548.55
26/12/2021 18:00,BTC/USDT,50255.17,50399,50139.07,50351.1,650.75879,32688625.78
26/12/2021 17:00,BTC/USDT,50240.53,50386,50166.08,50255.17,731.04697,36757975.31
26/12/2021 16:00,BTC/USDT,50049.34,50400,50018.38,50240.53,854.58314,42928740.76
26/12/2021 15:00,BTC/USDT,49901.57,50281.08,49900.74,50049.34,949.75752,47563203.38
26/12/2021 14:00,BTC/USDT,49842,49950,49732.01,49901.56,618.67657,30822475.54
26/12/2021 13:00,BTC/USDT,49870.52,49984,49765.2,49841.99,633.77758,31599003.32
26/12/2021 12:00,BTC/USDT,49748.89,49964.28,49642.11,49870.53,756.26845,37668301.19
26/12/2021 11:00,BTC/USDT,50080,50125,49412,49748.89,1463.81011,72862282.92
26/12/2021 10:00,BTC/USDT,50012.61,50104,49924.02,50079.99,720.51634,36038980.56
26/12/2021 9:00,BTC/USDT,49881.97,50169.17,49840.2,50012.6,772.37161,38608634.19
26/12/2021 8:00,BTC/USDT,49930.39,50089.93,49826.01,49881.98,742.58404,37110548.67
26/12/2021 7:00,BTC/USDT,49904.96,49974.98,49716.17,49930.39,545.66501,27206386.75
26/12/2021 6:00,BTC/USDT,49862.64,49961.51,49804.58,49904.96,475.21303,23701998.16
26/12/2021 5:00,BTC/USDT,49867.65,49977.07,49800,49862.63,626.04398,31230156.63
26/12/2021 4:00,BTC/USDT,49675.56,49884.71,49600.95,49867.65,861.16017,42843845.5
26/12/2021 3:00,BTC/USDT,50028.49,50028.5,49610,49675.56,1885.43297,93883083.96
26/12/2021 2:00,BTC/USDT,50523.26,50557.87,49800,50028.5,1962.59558,98396977.96
26/12/2021 1:00,BTC/USDT,50378.41,50672.93,50314.66,50523.25,913.48694,46127945.34
26/12/2021 0:00,BTC/USDT,50399.67,50561.34,50255,50378.41,1605.46199,80890112.36
25/12/2021 23:00,BTC/USDT,50609.59,50691.17,50335.67,50399.66,1301.74089,65809360.91
25/12/2021 22:00,BTC/USDT,50960.01,50970.48,50554.46,50609.58,797.96415,40487136.81
25/12/2021 21:00,BTC/USDT,50852.83,51080,50820.93,50960.01,677.25602,34520222.82
25/12/2021 20:00,BTC/USDT,50889.15,50995.75,50732.58,50852.83,549.51431,27957795.56
25/12/2021 19:00,BTC/USDT,50986.35,51062.1,50816.86,50889.15,477.80948,24321177.04
25/12/2021 18:00,BTC/USDT,50781.74,51156.23,50705.64,50986.34,1095.36984,55788156.69
25/12/2021 17:00,BTC/USDT,50600.02,50849,50142.32,50781.75,2036.45313,102726627.9
25/12/2021 16:00,BTC/USDT,50659.91,50765.32,50444.7,50600.02,1358.0278,68751209.49
25/12/2021 15:00,BTC/USDT,50744.89,50815.54,50650,50659.91,848.68752,43057356
25/12/2021 14:00,BTC/USDT,50847.48,50865.55,50650,50744.9,688.75155,34943703.94
25/12/2021 13:00,BTC/USDT,50802.76,50900,50631.55,50847.48,1030.35323,52303159.48
25/12/2021 12:00,BTC/USDT,50682.97,50934.78,50682.96,50802.76,594.23214,30200281.88
25/12/2021 11:00,BTC/USDT,50645.41,50816.32,50583.15,50682.97,537.97712,27264133.71
25/12/2021 10:00,BTC/USDT,50807.39,50841.37,50555,50645.41,921.06352,46697165.67
25/12/2021 9:00,BTC/USDT,50886.35,51009.29,50802,50807.4,531.8189,27068669.65
25/12/2021 8:00,BTC/USDT,50919.18,50968.57,50789,50886.35,643.88073,32753137.37
25/12/2021 7:00,BTC/USDT,50965.89,51084.13,50822.17,50919.17,782.58942,39862327.57
25/12/2021 6:00,BTC/USDT,50886.99,50986.23,50656.43,50965.88,640.70759,32569638.69
25/12/2021 5:00,BTC/USDT,50886.42,51010.42,50858.56,50886.99,484.5835,24682510.08
25/12/2021 4:00,BTC/USDT,50844.13,51054.69,50800.79,50886.42,600.63354,30585695.77
25/12/2021 3:00,BTC/USDT,50768.42,50932.49,50700.19,50844.14,533.43132,27119340.62
25/12/2021 2:00,BTC/USDT,50992.55,51131.25,50768.42,50768.43,663.28411,33804873.16
25/12/2021 1:00,BTC/USDT,51045.25,51090,50850,50992.54,594.85161,30323392.62
25/12/2021 0:00,BTC/USDT,50819.99,51066.32,50600,51045.25,744.53471,37893955.75
24/12/2021 23:00,BTC/USDT,50760.55,50890.01,50500,50820,1032.09337,52309184.01
24/12/2021 22:00,BTC/USDT,50876.44,50955.53,50570.16,50760.55,1001.76155,50852276.11
24/12/2021 21:00,BTC/USDT,51109.17,51135.26,50847.84,50876.44,598.85044,30540934.14
24/12/2021 20:00,BTC/USDT,51126.4,51236.15,50773.9,51109.18,1640.57091,83676877.91
24/12/2021 19:00,BTC/USDT,51600.47,51810,51083.58,51126.4,1935.07156,99617162.27
24/12/2021 18:00,BTC/USDT,51112.83,51638,51072.16,51600.48,1861.91217,95593921.6
24/12/2021 17:00,BTC/USDT,50926.96,51116.31,50735.87,51112.83,684.89831,34859739.2
24/12/2021 16:00,BTC/USDT,50956.68,51220,50826.08,50926.97,1619.27325,82676193.08
24/12/2021 15:00,BTC/USDT,50760.99,50987.2,50384.43,50956.68,1950.43136,98816269.3
24/12/2021 14:00,BTC/USDT,51040.49,51244.22,50668.52,50760.99,1466.83006,74853690.91
24/12/2021 13:00,BTC/USDT,51026.21,51171.74,50870.6,51040.49,971.86647,49564024.38
24/12/2021 12:00,BTC/USDT,50993.89,51084.41,50823.39,51026.21,982.19209,50053081.3
24/12/2021 11:00,BTC/USDT,51181.29,51550,50858,50993.88,2212.41929,113423694.2
24/12/2021 10:00,BTC/USDT,51267.13,51271.63,51053.96,51181.29,780.55018,39932042.15
24/12/2021 9:00,BTC/USDT,51069.18,51300.01,51034.97,51267.12,909.00254,46534953.51
24/12/2021 8:00,BTC/USDT,50994.75,51198,50895.57,51069.18,998.78873,51012488.68
24/12/2021 7:00,BTC/USDT,50883.73,51076.98,50818.1,50994.75,913.84277,46573942.46
24/12/2021 6:00,BTC/USDT,51012.72,51012.73,50736.11,50883.73,955.1915,48615763.92
24/12/2021 5:00,BTC/USDT,50951.41,51026.34,50828.99,51012.73,765.92466,39011126.45
24/12/2021 4:00,BTC/USDT,51030,51109.09,50926.55,50951.47,560.59259,28611166.13
24/12/2021 3:00,BTC/USDT,51044.02,51167.46,50851.02,51029.99,1237.77455,63136317.84
24/12/2021 2:00,BTC/USDT,51350.01,51527.58,51015.55,51044.02,2286.33021,117213587
24/12/2021 1:00,BTC/USDT,50877.38,51375,50843.12,51350.01,3037.17958,155497354
24/12/2021 0:00,BTC/USDT,50838.82,50990,50644.48,50877.38,1258.57071,63941955.57
23/12/2021 23:00,BTC/USDT,50758.94,50851.11,50501,50838.81,1048.89266,53164421.16
23/12/2021 22:00,BTC/USDT,50824.37,50998.72,50706.45,50758.94,858.21201,43617219.73
23/12/2021 21:00,BTC/USDT,50929.71,50980.99,50622.75,50824.37,1290.12677,65485117.66
23/12/2021 20:00,BTC/USDT,51110,51209.3,50718.66,50929.71,1825.89043,93014174.36
23/12/2021 19:00,BTC/USDT,50619.98,51375,50500,51109.99,2934.34312,149626398.9
23/12/2021 18:00,BTC/USDT,50060.01,50776.98,50060,50619.98,4053.4834,204690753.5
23/12/2021 17:00,BTC/USDT,49089.49,50166,49013,50060.01,3915.22028,194417790.5
23/12/2021 16:00,BTC/USDT,48819.33,49154,48677.52,49089.49,2038.16202,99695899.48
23/12/2021 15:00,BTC/USDT,48599.24,48849.66,48578.15,48819.33,992.50872,48386711.02
23/12/2021 14:00,BTC/USDT,48614.96,48700,48464,48599.23,997.82265,48477077.09
23/12/2021 13:00,BTC/USDT,48616.94,48859.61,48584.43,48614.97,1384.61313,67492559.24
23/12/2021 12:00,BTC/USDT,48354.76,48838.63,48323.98,48616.93,1249.92282,60711956.44
23/12/2021 11:00,BTC/USDT,48434.53,48541.86,48227.98,48354.77,1185.40474,57366938.05
23/12/2021 10:00,BTC/USDT,48376.94,48450,48211.62,48434.53,807.06689,39012743.12
23/12/2021 9:00,BTC/USDT,48339.91,48424.97,48149,48376.94,881.70746,42579689.88
23/12/2021 8:00,BTC/USDT,48129.61,48363,48060,48339.9,998.79131,48169912.58
23/12/2021 7:00,BTC/USDT,48468.93,48500,48031.45,48129.6,1148.70861,55436001.83
