,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
883,FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,1998,,Tier 3,Grocery Store,387.4956
906,DRK12,9.5,Low Fat,0.0,Soft Drinks,32.89,OUT010,1998,,Tier 3,Grocery Store,33.29
908,DRG51,12.1,Low Fat,0.019314961000000002,Dairy,164.6526,OUT010,1998,,Tier 3,Grocery Store,657.8104
913,DRM37,15.35,Low Fat,0.16135017599999998,Soft Drinks,196.6768,OUT010,1998,,Tier 3,Grocery Store,591.2304
928,FDF21,10.3,Regular,0.09846497900000001,Fruits and Vegetables,188.653,OUT010,1998,,Tier 3,Grocery Store,189.753
945,FDO10,13.65,Regular,0.021343732,Snack Foods,58.3588,OUT010,1998,,Tier 3,Grocery Store,114.5176
953,FDZ23,17.75,Regular,0.112985849,Baking Goods,185.424,OUT010,1998,,Tier 3,Grocery Store,745.696
966,DRF23,4.61,Low Fat,0.20529482699999999,Hard Drinks,172.8396,OUT010,1998,,Tier 3,Grocery Store,174.4396
973,NCN43,12.15,Low Fat,0.011314423,Others,122.973,OUT010,1998,,Tier 3,Grocery Store,123.17299999999999
978,FDP01,20.75,Regular,0.10599465400000001,Breakfast,150.5682,OUT010,1998,,Tier 3,Grocery Store,762.341
982,FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,OUT010,1998,,Tier 3,Grocery Store,384.8324
995,FDO34,17.7,Low Fat,0.050111641,Snack Foods,165.9816,OUT010,1998,,Tier 3,Grocery Store,167.7816
1020,FDG31,12.15,Low Fat,0.063430788,Meat,65.4826,OUT010,1998,,Tier 3,Grocery Store,258.3304
1022,NCS54,13.6,Low Fat,0.016726506000000002,Household,176.037,OUT010,1998,,Tier 3,Grocery Store,352.874
1030,FDM02,12.5,Regular,0.12341737,Canned,86.0198,OUT010,1998,,Tier 3,Grocery Store,87.2198
1034,FDL52,6.635,reg,0.07714555299999999,Frozen Foods,39.8506,OUT010,1998,,Tier 3,Grocery Store,75.9012
1064,FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.36599999999999,OUT010,1998,,Tier 3,Grocery Store,179.766
1065,NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,OUT010,1998,,Tier 3,Grocery Store,143.8128
1105,NCA54,16.5,Low Fat,0.061330521,Household,178.7318,OUT010,1998,,Tier 3,Grocery Store,360.8636
1119,NCF18,18.35,Low Fat,0.148938624,Household,191.9504,OUT010,1998,,Tier 3,Grocery Store,767.0016
1120,NCX41,19.0,Low Fat,0.0,Health and Hygiene,211.0244,OUT010,1998,,Tier 3,Grocery Store,1482.0708
1144,FDB34,15.25,Low Fat,0.044539370999999994,Snack Foods,85.3198,OUT010,1998,,Tier 3,Grocery Store,261.6594
1192,NCK06,5.03,Low Fat,0.014472516000000001,Household,122.0756,OUT010,1998,,Tier 3,Grocery Store,121.1756
1224,NCZ30,6.59,Low Fat,0.043828293,Household,121.4098,OUT010,1998,,Tier 3,Grocery Store,241.0196
1233,FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,,Tier 3,Grocery Store,159.792
1259,FDU60,20.0,Regular,0.10026206800000001,Baking Goods,169.6132,OUT010,1998,,Tier 3,Grocery Store,169.1132
1272,DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,,Tier 3,Grocery Store,172.4422
1291,FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298,OUT010,1998,,Tier 3,Grocery Store,161.7894
1311,FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,1998,,Tier 3,Grocery Store,67.9116
1319,FDT58,9.0,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,,Tier 3,Grocery Store,503.3448
1337,NCI31,20.0,low fat,0.136124989,Others,38.319,OUT010,1998,,Tier 3,Grocery Store,146.476
1351,FDM32,20.5,Low Fat,0.0,Fruits and Vegetables,90.883,OUT010,1998,,Tier 3,Grocery Store,89.883
1380,FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,1998,,Tier 3,Grocery Store,1575.2828
1389,FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,,Tier 3,Grocery Store,351.5424
1444,NCW42,18.2,Low Fat,0.097865088,Household,221.8456,OUT010,1998,,Tier 3,Grocery Store,884.1824
1449,FDD16,20.5,Low Fat,0.060847634000000005,Frozen Foods,75.0696,OUT010,1998,,Tier 3,Grocery Store,149.1392
1468,NCG18,15.3,Low Fat,0.038460297000000004,Household,104.0332,OUT010,1998,,Tier 3,Grocery Store,205.0664
1476,FDK02,12.5,Low Fat,0.187841082,Canned,119.244,OUT010,1998,,Tier 3,Grocery Store,119.844
1481,FDQ31,5.785,Regular,0.09012919999999999,Fruits and Vegetables,89.8856,OUT010,1998,,Tier 3,Grocery Store,175.7712
1496,NCJ17,7.68,Low Fat,0.255348289,Health and Hygiene,84.4224,OUT010,1998,,Tier 3,Grocery Store,170.4448
1516,FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,OUT010,1998,,Tier 3,Grocery Store,95.2094
1545,FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.2062,OUT010,1998,,Tier 3,Grocery Store,677.1186
1548,NCK18,9.6,Low Fat,0.011211251,Household,166.9184,OUT010,1998,,Tier 3,Grocery Store,660.4736
1555,FDU58,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,1998,,Tier 3,Grocery Store,187.0898
1590,FDP11,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,1998,,Tier 3,Grocery Store,435.4332
1605,NCG43,20.2,Low Fat,0.124261614,Household,93.6462,OUT010,1998,,Tier 3,Grocery Store,277.6386
1617,FDL14,8.115,reg,0.05382735,Canned,155.2972,OUT010,1998,,Tier 3,Grocery Store,311.5944
1642,FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,,Tier 3,Grocery Store,211.7244
1644,FDD46,6.035,Low Fat,0.23643360100000002,Snack Foods,155.5998,OUT010,1998,,Tier 3,Grocery Store,153.7998
1651,FDR43,18.2,Low Fat,0.270300331,Fruits and Vegetables,38.319,OUT010,1998,,Tier 3,Grocery Store,109.85700000000001
1696,FDK03,12.6,Regular,0.123727659,Dairy,253.0356,OUT010,1998,,Tier 3,Grocery Store,254.3356
1711,FDO57,20.75,Low Fat,0.18195852399999998,Snack Foods,161.0578,OUT010,1998,,Tier 3,Grocery Store,481.3734
1715,FDF16,7.3,Low Fat,0.144167934,Frozen Foods,146.3076,OUT010,1998,,Tier 3,Grocery Store,886.8456
1754,FDK08,9.195,Regular,0.20471303600000001,Fruits and Vegetables,101.0016,OUT010,1998,,Tier 3,Grocery Store,202.4032
1788,FDW12,8.315,Regular,0.059540542,Baking Goods,143.6444,OUT010,1998,,Tier 3,Grocery Store,145.1444
1800,FDE04,19.75,Regular,0.030166923999999998,Frozen Foods,179.766,OUT010,1998,,Tier 3,Grocery Store,719.064
1824,FDZ45,14.1,Low Fat,0.111936685,Snack Foods,198.8084,OUT010,1998,,Tier 3,Grocery Store,992.0419999999999
1839,FDE34,9.195,Low Fat,0.18058808199999998,Snack Foods,182.2634,OUT010,1998,,Tier 3,Grocery Store,363.5268
1841,NCJ18,12.35,LF,0.274405193,Household,117.1124,OUT010,1998,,Tier 3,Grocery Store,355.5372
1845,FDX27,20.7,Regular,0.191008614,Dairy,92.8436,OUT010,1998,,Tier 3,Grocery Store,189.0872
1854,NCH30,17.1,Low Fat,0.11240211800000001,Household,112.986,OUT010,1998,,Tier 3,Grocery Store,113.186
1855,NCM29,11.5,Low Fat,0.029529474,Health and Hygiene,132.6626,OUT010,1998,,Tier 3,Grocery Store,262.3252
1867,NCU54,8.88,Low Fat,0.165073642,Household,207.727,OUT010,1998,,Tier 3,Grocery Store,209.727
1873,FDH44,19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,OUT010,1998,,Tier 3,Grocery Store,294.2836
1875,FDR59,14.5,Regular,0.106894492,Breads,260.4594,OUT010,1998,,Tier 3,Grocery Store,1046.6376
1921,FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,,Tier 3,Grocery Store,117.8466
1937,FDB27,7.575,Low Fat,0.092711708,Dairy,197.7768,OUT010,1998,,Tier 3,Grocery Store,197.0768
1951,FDA03,18.5,Regular,0.076097035,Dairy,145.8102,OUT010,1998,,Tier 3,Grocery Store,291.6204
1988,DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,,Tier 3,Grocery Store,962.7468
1990,FDE53,10.895,Low Fat,0.04499187599999999,Frozen Foods,107.228,OUT010,1998,,Tier 3,Grocery Store,426.11199999999997
2017,DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,OUT010,1998,,Tier 3,Grocery Store,756.3488
2039,NCB06,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,OUT010,1998,,Tier 3,Grocery Store,159.792
2065,DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,OUT010,1998,,Tier 3,Grocery Store,467.3916
2079,NCY18,7.285,Low Fat,0.052141447,Household,174.9054,OUT010,1998,,Tier 3,Grocery Store,525.3162
2081,FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,OUT010,1998,,Tier 3,Grocery Store,392.82199999999995
2088,FDY12,9.8,Regular,0.235354055,Baking Goods,50.8008,OUT010,1998,,Tier 3,Grocery Store,101.2016
2092,DRE49,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,OUT010,1998,,Tier 3,Grocery Store,151.8024
2119,FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,,Tier 3,Grocery Store,102.5332
2122,FDZ26,11.6,Regular,0.241055611,Dairy,238.5222,OUT010,1998,,Tier 3,Grocery Store,717.0666
2124,NCP41,16.6,Low Fat,0.027133398,Health and Hygiene,106.2596,OUT010,1998,,Tier 3,Grocery Store,215.7192
2131,FDS37,7.655,Low Fat,0.05346916,Canned,114.1492,OUT010,1998,,Tier 3,Grocery Store,115.8492
2159,FDH35,18.25,Low Fat,0.10084386,Starchy Foods,166.3526,OUT010,1998,,Tier 3,Grocery Store,164.4526
2170,FDH10,21.0,Low Fat,0.082526478,Snack Foods,191.8478,OUT010,1998,,Tier 3,Grocery Store,774.9912
2172,FDJ44,12.3,Regular,0.17797002,Fruits and Vegetables,173.1396,OUT010,1998,,Tier 3,Grocery Store,697.7584
2195,FDH53,20.5,Regular,0.032136417,Frozen Foods,83.9592,OUT010,1998,,Tier 3,Grocery Store,165.1184
2204,FDE26,9.3,Low Fat,0.14897741,Canned,143.0786,OUT010,1998,,Tier 3,Grocery Store,288.9572
2223,FDM12,16.7,reg,0.117026714,Baking Goods,189.2214,OUT010,1998,,Tier 3,Grocery Store,188.4214
2252,FDB58,10.5,Regular,0.022590317999999998,Snack Foods,140.6154,OUT010,1998,,Tier 3,Grocery Store,283.6308
2255,FDE05,10.895,Regular,0.05432142,Frozen Foods,146.2102,OUT010,1998,,Tier 3,Grocery Store,437.4306
2277,NCB07,19.2,Low Fat,0.12973174699999998,Household,196.21099999999998,OUT010,1998,,Tier 3,Grocery Store,589.2330000000001
2287,NCV41,14.35,Low Fat,0.028519419,Health and Hygiene,109.2228,OUT010,1998,,Tier 3,Grocery Store,221.0456
2294,DRJ23,18.35,Low Fat,0.069745165,Hard Drinks,190.2872,OUT010,1998,,Tier 3,Grocery Store,378.1744
2312,FDZ10,17.85,Low Fat,0.074422769,Snack Foods,128.002,OUT010,1998,,Tier 3,Grocery Store,253.00400000000002
2313,FDM13,6.425,Low Fat,0.10574254400000001,Breakfast,130.5626,OUT010,1998,,Tier 3,Grocery Store,131.1626
2318,NCQ54,17.7,Low Fat,0.020993364,Household,166.8474,OUT010,1998,,Tier 3,Grocery Store,168.4474
2324,FDW38,5.325,Regular,0.23212188,Dairy,55.5298,OUT010,1998,,Tier 3,Grocery Store,53.9298
2336,FDY32,7.605,Low Fat,0.216323008,Fruits and Vegetables,165.021,OUT010,1998,,Tier 3,Grocery Store,815.605
2340,DRL35,15.7,Low Fat,0.0,Hard Drinks,43.376999999999995,OUT010,1998,,Tier 3,Grocery Store,129.83100000000002
2345,FDB22,8.02,Low Fat,0.18652881899999998,Snack Foods,151.9998,OUT010,1998,,Tier 3,Grocery Store,307.5996
2350,FDV37,13.0,Regular,0.139785104,Canned,196.2426,OUT010,1998,,Tier 3,Grocery Store,197.7426
2384,FDF26,6.825,Regular,0.078057026,Canned,154.5998,OUT010,1998,,Tier 3,Grocery Store,153.7998
2394,NCP55,14.65,Low Fat,0.0,Others,56.4614,OUT010,1998,,Tier 3,Grocery Store,55.2614
2407,FDU15,13.65,Regular,0.044526443,Meat,37.9532,OUT010,1998,,Tier 3,Grocery Store,71.9064
2408,FDB41,19.0,Regular,0.162882227,Frozen Foods,46.8718,OUT010,1998,,Tier 3,Grocery Store,189.0872
2445,DRE27,11.85,Low Fat,0.22206335100000002,Dairy,99.6726,OUT010,1998,,Tier 3,Grocery Store,195.7452
2449,DRH03,17.25,Low Fat,0.05869048,Dairy,91.61200000000001,OUT010,1998,,Tier 3,Grocery Store,93.212
2470,FDD26,8.71,Regular,0.12077345099999999,Canned,186.5924,OUT010,1998,,Tier 3,Grocery Store,555.2772
2472,FDT32,19.0,Regular,0.10985775,Fruits and Vegetables,188.8214,OUT010,1998,,Tier 3,Grocery Store,188.4214
2479,DRB13,6.115,Regular,0.01179078,Soft Drinks,189.053,OUT010,1998,,Tier 3,Grocery Store,948.765
2480,FDX51,9.5,Regular,0.036921781,Meat,194.2452,OUT010,1998,,Tier 3,Grocery Store,782.9808
2487,FDV22,14.85,Regular,0.016635488,Snack Foods,157.563,OUT010,1998,,Tier 3,Grocery Store,312.926
2491,NCI54,15.2,Low Fat,0.056237906,Household,110.7912,OUT010,1998,,Tier 3,Grocery Store,109.1912
2527,FDD56,15.2,Regular,0.17370354899999998,Fruits and Vegetables,175.8054,OUT010,1998,,Tier 3,Grocery Store,1050.6324
2573,FDU46,10.3,Regular,0.018623146,Snack Foods,87.854,OUT010,1998,,Tier 3,Grocery Store,259.66200000000003
2576,FDR23,15.85,Low Fat,0.13689554,Breads,176.437,OUT010,1998,,Tier 3,Grocery Store,529.311
2582,FDL46,20.35,Low Fat,0.090480214,Snack Foods,119.5466,OUT010,1998,,Tier 3,Grocery Store,117.8466
2600,FDZ03,13.65,Regular,0.13187274,Dairy,188.024,OUT010,1998,,Tier 3,Grocery Store,745.696
2620,FDQ14,9.27,Low Fat,0.10341925699999999,Dairy,148.105,OUT010,1998,,Tier 3,Grocery Store,149.805
2678,FDT39,6.26,reg,0.016516867,Meat,151.1366,OUT010,1998,,Tier 3,Grocery Store,453.4098
2692,FDY47,8.6,Regular,0.09119581800000001,Breads,130.231,OUT010,1998,,Tier 3,Grocery Store,129.83100000000002
2697,FDA50,16.25,LF,0.14591330800000002,Dairy,95.441,OUT010,1998,,Tier 3,Grocery Store,193.082
2728,FDG33,5.365,Regular,0.234733477,Seafood,173.4764,OUT010,1998,,Tier 3,Grocery Store,171.7764
2765,FDQ40,11.1,Regular,0.06030268900000001,Frozen Foods,175.8712,OUT010,1998,,Tier 3,Grocery Store,175.7712
2767,FDJ57,7.42,Regular,0.036109859,Seafood,186.5582,OUT010,1998,,Tier 3,Grocery Store,185.7582
2795,FDX48,17.75,Regular,0.063416566,Baking Goods,154.6656,OUT010,1998,,Tier 3,Grocery Store,308.9312
2796,DRC25,5.73,Low Fat,0.075943184,Soft Drinks,85.5882,OUT010,1998,,Tier 3,Grocery Store,171.7764
2809,FDD17,7.5,Low Fat,0.05461082900000001,Frozen Foods,237.1906,OUT010,1998,,Tier 3,Grocery Store,237.6906
2813,DRO47,10.195,Low Fat,0.187841082,Hard Drinks,112.486,OUT010,1998,,Tier 3,Grocery Store,113.186
2818,FDU48,18.85,Low Fat,0.0926587,Baking Goods,131.4284,OUT010,1998,,Tier 3,Grocery Store,263.6568
2855,NCE31,7.67,Low Fat,0.309390255,Household,33.2216,OUT010,1998,,Tier 3,Grocery Store,138.4864
2875,FDG58,10.695,Regular,0.145253944,Snack Foods,156.8972,OUT010,1998,,Tier 3,Grocery Store,467.3916
2940,FDZ20,16.1,Low Fat,0.057422821,Fruits and Vegetables,253.7356,OUT010,1998,,Tier 3,Grocery Store,508.6712
2943,FDU38,10.8,Low Fat,0.138171603,Dairy,191.4504,OUT010,1998,,Tier 3,Grocery Store,575.2512
2944,DRB48,16.75,Regular,0.041599644,Soft Drinks,40.9822,OUT010,1998,,Tier 3,Grocery Store,157.1288
2963,FDR27,15.1,Regular,0.160852421,Meat,131.3942,OUT010,1998,,Tier 3,Grocery Store,397.4826
2966,FDY60,10.5,Regular,0.044139551,Baking Goods,143.9128,OUT010,1998,,Tier 3,Grocery Store,143.8128
2977,NCR30,20.6,Low Fat,0.11882768199999999,Household,75.0696,OUT010,1998,,Tier 3,Grocery Store,149.1392
3001,FDO25,6.3,Low Fat,0.21332355,Canned,208.52700000000002,OUT010,1998,,Tier 3,Grocery Store,419.454
3012,FDW51,6.155,Regular,0.158441218,Meat,213.75599999999997,OUT010,1998,,Tier 3,Grocery Store,852.2239999999999
3025,FDE24,14.85,Low Fat,0.15643727,Baking Goods,142.0812,OUT010,1998,,Tier 3,Grocery Store,284.9624
3028,FDV34,10.695,Regular,0.019123874,Snack Foods,73.0038,OUT010,1998,,Tier 3,Grocery Store,147.8076
3041,FDD36,13.3,Low Fat,0.035607579,Baking Goods,119.9124,OUT010,1998,,Tier 3,Grocery Store,118.5124
3044,FDR26,20.7,Low Fat,0.07169998400000001,Dairy,177.6028,OUT010,1998,,Tier 3,Grocery Store,531.3084
3047,FDR52,12.65,Regular,0.127283051,Frozen Foods,191.7846,OUT010,1998,,Tier 3,Grocery Store,382.1692
3054,FDW40,14.0,Regular,0.175991929,Frozen Foods,140.7812,OUT010,1998,,Tier 3,Grocery Store,142.4812
3055,FDZ12,9.17,Low Fat,0.17236542800000001,Baking Goods,144.847,OUT010,1998,,Tier 3,Grocery Store,572.5880000000001
3086,FDN12,15.6,Low Fat,0.13575135,Baking Goods,111.5544,OUT010,1998,,Tier 3,Grocery Store,223.7088
3095,FDW10,21.2,Low Fat,0.118297605,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store,529.311
3100,FDX21,7.05,Low Fat,0.14221570000000003,Snack Foods,108.7912,OUT010,1998,,Tier 3,Grocery Store,109.1912
3104,NCN53,5.175,Low Fat,0.050808821,Health and Hygiene,33.6874,OUT010,1998,,Tier 3,Grocery Store,70.5748
3105,FDL45,15.6,Low Fat,0.063081713,Snack Foods,125.7704,OUT010,1998,,Tier 3,Grocery Store,250.3408
3108,FDA49,19.7,Low Fat,0.108665723,Canned,86.4198,OUT010,1998,,Tier 3,Grocery Store,87.2198
3113,FDU35,6.44,Low Fat,0.132590283,Breads,98.17,OUT010,1998,,Tier 3,Grocery Store,199.74
3146,DRL60,8.52,LF,0.045291822,Soft Drinks,153.5682,OUT010,1998,,Tier 3,Grocery Store,457.4046
3163,FDF58,13.3,LF,0.0,Snack Foods,62.151,OUT010,1998,,Tier 3,Grocery Store,63.251000000000005
3171,FDR36,6.715,Regular,0.203510667,Baking Goods,41.0454,OUT010,1998,,Tier 3,Grocery Store,251.6724
3180,FDV59,13.35,Low Fat,0.080387424,Breads,219.2166,OUT010,1998,,Tier 3,Grocery Store,1524.0162
3216,DRI37,15.85,Low Fat,0.180096791,Soft Drinks,57.3904,OUT010,1998,,Tier 3,Grocery Store,117.1808
3224,NCE06,5.825,LF,0.15312752300000002,Household,162.4894,OUT010,1998,,Tier 3,Grocery Store,323.5788
3227,NCH06,12.3,Low Fat,0.12813634599999998,Household,248.34599999999998,OUT010,1998,,Tier 3,Grocery Store,985.3839999999999
3247,FDY40,15.5,Regular,0.143670179,Frozen Foods,48.4692,OUT010,1998,,Tier 3,Grocery Store,49.2692
3258,NCX53,20.1,LF,0.025002878,Health and Hygiene,140.4154,OUT010,1998,,Tier 3,Grocery Store,567.2616
3271,FDU26,16.7,Regular,0.071335395,Dairy,120.3782,OUT010,1998,,Tier 3,Grocery Store,119.1782
3273,FDV48,9.195,Regular,0.08639603800000001,Baking Goods,79.0644,OUT010,1998,,Tier 3,Grocery Store,157.1288
3276,FDP59,20.85,Regular,0.094512029,Breads,104.5648,OUT010,1998,,Tier 3,Grocery Store,207.7296
3283,FDT10,16.7,Regular,0.103849783,Snack Foods,58.8562,OUT010,1998,,Tier 3,Grocery Store,59.2562
3301,FDX38,10.5,Regular,0.080688663,Dairy,46.7376,OUT010,1998,,Tier 3,Grocery Store,47.9376
3336,FDC35,7.435,Low Fat,0.205605116,Starchy Foods,207.7638,OUT010,1998,,Tier 3,Grocery Store,621.1914
3348,FDI22,12.6,Low Fat,0.161039887,Snack Foods,210.2612,OUT010,1998,,Tier 3,Grocery Store,418.1224
3389,FDO19,17.7,Regular,0.027779381000000002,Fruits and Vegetables,50.1034,OUT010,1998,,Tier 3,Grocery Store,97.2068
3399,FDC50,15.85,Low Fat,0.22846952199999998,Canned,93.3094,OUT010,1998,,Tier 3,Grocery Store,285.6282
